id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
131,rely on,/rɪˈlaɪ ɑːn/,依賴；仰賴,Do not rely on the vehicle structure as the primary power return.,不要依賴載具結構作為主要電源回流路徑。,Bonding jumpers should not rely on adjacent parts for their connection.,搭接跨接線 不應依賴相鄰零件形成連接。,Power & Return Path,Intermediate,0,
310,power current return,/paʊər ˈkɑrənt rɪˈtərn/,電源電流回流,"The handbook uses ""power current return"" when it explains the purpose or performance of an electrical bond.",「電源電流回流」會影響電氣接合的目的或性能。,"The designer reviews ""power current return"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「電源電流回流」。,Bonding Classes,4,0,
311,intentional current,/ˌɪnˈtɛnʃənəl ˈkɑrənt/,預期電流,"The handbook uses ""intentional current"" when it explains the purpose or performance of an electrical bond.",「預期電流」會影響電氣接合的目的或性能。,"The designer reviews ""intentional current"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「預期電流」。,Bonding Classes,4,0,
336,dedicated power return,/ˈdɛdəkeɪtəd paʊər rɪˈtərn/,專用電源回流,"The handbook uses ""dedicated power return"" when it explains the purpose or performance of an electrical bond.",「專用電源回流」會影響電氣接合的目的或性能。,"The designer reviews ""dedicated power return"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「專用電源回流」。,Bonding Classes,4,0,
130,vapor,/ˈveɪpər/,蒸氣,Fuel vapors can ignite if sparks occur.,若產生火花，燃料蒸氣可能被點燃。,Joints near vapors require special attention.,靠近蒸氣的接合處需要特別注意。,Safety & Hazardous Areas,Basic,0,
216,DC bond resistance,/ˌdiː ˈsiː bɑːnd rɪˈzɪstəns/,直流接合電阻,DC bond resistance is measured across an electrical joint.,直流接合電阻是在電氣接點兩端量測。,The allowed DC bond resistance is different for each bond class.,各接合分類允許的直流接合電阻不同。,Bonding Design,4,0,
211,power return bond,/ˈpaʊər rɪˈtɜːrn bɑːnd/,電源回流接合,A power return bond is used to carry intentional current through structure.,電源回流接合用於讓預定電流經結構回流。,A power return bond is sized for current and voltage-drop limits.,電源回流接合會依電流與壓降限制決定尺寸。,Bonding Design,4,0,
102,achieve,/əˈtʃiːv/,達成；實現,Proper bonding helps achieve the shielding objective.,適當的 搭接 有助於達成 屏蔽 目標。,"To achieve low resistance, remove nonconductive coatings from the faying surface.",為達成低電阻，需移除接合面的非導電塗層。,Requirements & Process,Basic,0,
110,intent of,/ɪnˈtent əv/,……的目的；……的意圖,The intent of a Class H bond is to prevent shock hazards.,H 類搭接 的目的在於防止電擊危害。,Understand the intent of the requirement before selecting a method.,選擇方法前，要先理解要求的目的。,Requirements & Process,Intermediate,0,
13,fault current,/fɔːlt ˈkɜːrənt/,故障電流,The structure must carry fault current until the protection device opens.,結構必須承載故障電流，直到保護裝置動作斷開。,A small contact area may overheat under fault current.,接觸面積太小可能在故障電流下過熱。,Electrical Safety,4,0,
212,shock-hazard bond,/ˈʃɑːk ˌhæzərd bɑːnd/,觸電危害防護接合,A shock-hazard bond is used to protect personnel from exposed voltage.,觸電危害防護接合用於保護人員免受外露電壓危害。,A shock-hazard bond is required to carry fault current safely.,觸電危害防護接合必須能安全承載故障電流。,Bonding Design,4,0,
72,chassis,/ˈʃæsi/,機殼；底盤,The chassis should be connected to the reference plane.,機殼應連接到參考平面。,A powered chassis must have a safe fault-current path.,有供電的機殼必須具有安全的故障電流路徑。,Electrical Safety,3,0,
132,accidental,/ˌæksɪˈdentəl/,意外的；非預期的,An accidental fault may place primary power on the equipment enclosure.,意外故障可能使設備外殼帶有主電源電壓。,Proper bonding provides a safe path for accidental current.,適當的 搭接 可為意外電流提供安全路徑。,Safety & Fault Protection,Intermediate,0,
312,upstream protective device,/ˈəpˈstrim prəˈtɛktɪv dɪˈvaɪs/,上游保護裝置,"The handbook uses ""upstream protective device"" when it explains the purpose or performance of an electrical bond.",「上游保護裝置」會影響電氣接合的目的或性能。,"The designer reviews ""upstream protective device"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「上游保護裝置」。,Bonding Classes,4,0,
313,exposed case,/ɪkˈspoʊzd keɪs/,外露機殼,"The handbook uses ""exposed case"" when it explains the purpose or performance of an electrical bond.",「外露機殼」會影響電氣接合的目的或性能。,"The designer reviews ""exposed case"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「外露機殼」。,Bonding Classes,4,0,
314,fire hazard,/faɪər ˈhæzərd/,火災危害,"The handbook uses ""fire hazard"" when it explains the purpose or performance of an electrical bond.",「火災危害」會影響電氣接合的目的或性能。,"The designer reviews ""fire hazard"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「火災危害」。,Bonding Classes,4,0,
334,shock protection,/ʃɑk prəˈtɛkʃən/,電擊防護,"The handbook uses ""shock protection"" when it explains the purpose or performance of an electrical bond.",「電擊防護」會影響電氣接合的目的或性能。,"The designer reviews ""shock protection"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「電擊防護」。,Bonding Classes,4,0,
337,protective device,/prəˈtɛktɪv dɪˈvaɪs/,保護裝置,"The handbook uses ""protective device"" when it explains the purpose or performance of an electrical bond.",「保護裝置」會影響電氣接合的目的或性能。,"The designer reviews ""protective device"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「保護裝置」。,Bonding Classes,4,0,
24,RF impedance,/ˌɑːr ˈef ɪmˈpiːdəns/,RF 阻抗；射頻阻抗,RF impedance is more important than DC resistance for high-frequency bonding.,對高頻接合而言，RF 阻抗比直流電阻更重要。,The reference ring should minimize RF impedance.,參考環應盡量降低 RF 阻抗。,EMC / RF,4,0,
213,radio-frequency bond,/ˈreɪdioʊ ˈfriːkwənsi bɑːnd/,射頻接合,A radio-frequency bond is designed for low impedance at high frequency.,射頻接合是針對高頻低阻抗所設計。,A radio-frequency bond is important for shields and filters.,射頻接合對屏蔽與濾波器很重要。,Bonding Design,4,0,
267,low-inductance path,/loʊ ɪnˈdʌktəns pæθ/,低電感路徑,A low-inductance path is necessary for rapidly changing current.,快速變化的電流需要低電感路徑。,A short and wide bond is a low-inductance path at high frequency.,短而寬的接合在高頻下是低電感路徑。,Bonding Design,5,0,
28,nonconductive coating,/ˌnɑːnkənˈdʌktɪv ˈkoʊtɪŋ/,非導電塗層,Nonconductive coating must be removed from the bonding area.,非導電塗層必須從接合區域移除。,A thin nonconductive coating can make a good joint electrically poor.,薄薄的非導電塗層可能讓良好的機械接合變成差的電氣接合。,Materials & Surface,3,0,
29,foreign matter,/ˈfɔːrən ˈmætər/,異物；外來物,Foreign matter on the contact area can increase resistance.,接觸區域上的異物會增加電阻。,"Remove all chips, dust, and foreign matter before assembly.",組裝前應移除所有切屑、灰塵與異物。,Manufacturing,3,0,
23,micro-ohmmeter,/ˈmaɪkroʊ ˈoʊmˌmiːtər/,微歐姆計,A micro-ohmmeter is used to measure very low bonding resistance.,微歐姆計用於量測很低的接合電阻。,Use a four-wire method with the micro-ohmmeter.,使用微歐姆計時應採用四線式量測。,Verification,4,0,
113,historically,/hɪˈstɔːrɪkəli/,歷史上；過去以來,"Historically, Class R bonding has been associated with 2.5 milliohms.",歷史上，R 類搭接 通常與 2.5 mΩ 相關。,"Historically, DC resistance was used as a workmanship indicator.",過去以來，DC 電阻常被用作品質指標。,Technical Writing,Intermediate,0,
114,associated,/əˈsoʊʃieɪtɪd/,相關聯的；伴隨的,Class R bonding is associated with RF suppression performance.,R 類搭接 與 RF 抑制性能相關。,The risk is associated with high current and fast rise time.,此風險與高電流及快速上升時間相關。,Technical Writing,Intermediate,0,
115,unfortunately,/ʌnˈfɔːrtʃənətli/,不幸的是；可惜的是,"Unfortunately, low DC resistance does not guarantee low RF impedance.",可惜的是，低 DC 電阻不保證低 RF 阻抗。,"Unfortunately, long straps can behave poorly at high frequency.",可惜的是，長 搭接帶 在高頻下表現可能很差。,Technical Writing,Intermediate,0,
116,relatively easy with,/ˈrelətɪvli ˈiːzi wɪð/,使用……相對容易,Measuring DC resistance is relatively easy with a micro-ohmmeter.,使用 微歐姆計 量測 DC 電阻相對容易。,Bond inspection is relatively easy with clear drawing notes.,有清楚圖面註記時，搭接 檢查相對容易。,Technical Writing,Intermediate,0,
117,realistically,/ˌriːəˈlɪstɪkli/,實際上；務實地,A direct RF bond may not be realistically obtained with shock mounts.,使用 隔振座 時，直接 RF 搭接 可能實際上無法達成。,Choose a method that can be realistically manufactured and inspected.,選擇能實際製造與檢查的方法。,Design Feasibility,Intermediate,0,
315,radio frequency current,/ˈreɪdiˌoʊ ˈfrikwənsi ˈkɑrənt/,射頻電流,"The handbook uses ""radio frequency current"" when it explains the purpose or performance of an electrical bond.",「射頻電流」會影響電氣接合的目的或性能。,"The designer reviews ""radio frequency current"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「射頻電流」。,Bonding Classes,4,0,
316,shielding effectiveness,/ˈʃildɪŋ ˈifɛktɪvnəs/,屏蔽效能,"The handbook uses ""shielding effectiveness"" when it explains the purpose or performance of an electrical bond.",「屏蔽效能」會影響電氣接合的目的或性能。,"The designer reviews ""shielding effectiveness"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「屏蔽效能」。,Bonding Classes,4,0,
317,frequency of interest,/ˈfrikwənsi əv ˈɪntəˌrɛst/,關注頻率,"The handbook uses ""frequency of interest"" when it explains the purpose or performance of an electrical bond.",「關注頻率」會影響電氣接合的目的或性能。,"The designer reviews ""frequency of interest"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「關注頻率」。,Bonding Classes,4,0,
100,strike,/straɪk/,擊中；雷擊；打擊,Lightning strikes can induce large currents in the structure.,雷擊可能在結構中感應大電流。,A strike path should stay outside the vehicle.,雷擊路徑應盡量保持在載具外部。,Lightning & Transients,Basic,0,
119,extremity,/ɪkˈstreməti/,端部；末端,Lightning current may enter one extremity of the vehicle.,雷擊電流可能從載具一端進入。,Bonding should provide a current path from one extremity to another.,搭接 應提供從一端到另一端的電流路徑。,Lightning & Transients,Advanced,0,
319,lightning current,/ˈlaɪtnɪŋ ˈkɑrənt/,雷擊電流,"The handbook uses ""lightning current"" when it explains the purpose or performance of an electrical bond.",「雷擊電流」會影響電氣接合的目的或性能。,"The designer reviews ""lightning current"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「雷擊電流」。,Bonding Classes,4,0,
94,margin,/ˈmɑːrdʒɪn/,裕度；安全餘裕,The design should keep enough electrical and thermal margin.,設計應保留足夠的電氣與熱裕度。,A poor bonding path can reduce EMC margin.,不良接合路徑可能降低 EMC 裕度。,Engineering General,2,0,
125,soldered terminals,/ˈsɑːdərd ˈtɜːrmɪnəlz/,焊接端子,Do not use soldered terminals for lightning current paths.,雷擊電流路徑不要使用焊接端子。,Soldered terminals may fail under high-current transients.,焊接端子可能在高電流暫態下失效。,Lightning & Transients,Intermediate,0,
134,ignition,/ɪɡˈnɪʃən/,點燃；著火,Fuel and pyrotechnics should be enclosed by a Faraday cage to provide an adequate margin against ignition.,燃料與火工品應由 法拉第籠 包覆，以提供足夠的防點燃裕度。,A bond must carry lightning current without heating enough to become an ignition hazard.,搭接 必須能承載雷擊電流，且不得因過熱而形成點燃危害。,Lightning & Transients,Advanced,0,
122,around fuel,/əˈraʊnd ˈfjuːəl/,在燃料周圍；燃料附近,Bonding near areas around fuel requires special attention.,燃料周圍區域的 搭接 需要特別注意。,Avoid sparks around fuel during fault or lightning conditions.,在故障或雷擊條件下，應避免燃料周圍產生火花。,Safety & Hazardous Areas,Intermediate,0,
129,flammable liquids,/ˈflæməbəl ˈlɪkwɪdz/,易燃液體,Joints near flammable liquids are considered hazardous.,靠近易燃液體的接合處被視為危險。,Bonding near flammable liquids must be reviewed carefully.,易燃液體附近的 搭接 必須仔細審查。,Safety & Hazardous Areas,Intermediate,0,
128,perforation,/ˌpɜːrfəˈreɪʃən/,穿孔；孔洞形成,Sparking between panels may cause perforation of the vehicle skin.,面板間火花可能造成載具外殼穿孔。,Inspect the panel for perforation after a high-current event.,高電流事件後應檢查面板是否穿孔。,Lightning & Damage Effects,Advanced,0,
214,lightning bond,/ˈlaɪtnɪŋ bɑːnd/,雷擊電流接合,A lightning bond is designed to carry large transient currents.,雷擊電流接合是為承載大型暫態電流而設計。,A lightning bond is kept short to reduce series inductance.,雷擊電流接合會保持短路徑以降低串聯電感。,Bonding Design,4,0,
126,crimped,/krɪmpt/,壓接的,Most crimped connectors are satisfactory for bonding jumpers.,大多數壓接式接頭可用於 搭接跨接線。,Use a qualified crimped terminal for the strap.,搭接帶 應使用合格的壓接端子。,Manufacturing & Assembly,Intermediate,0,
79,pyrotechnics,/ˌpaɪroʊˈteknɪks/,火工品；爆炸螺栓等火工裝置,Pyrotechnics require special attention to prevent accidental ignition.,火工品需要特別注意，以避免意外點燃。,Wires to pyrotechnics should be carefully shielded and terminated.,連到火工品的線路應仔細屏蔽並妥善終端處理。,System Safety,4,0,
127,satisfactory,/ˌsætɪsˈfæktəri/,可接受的；令人滿意的,Most crimped connectors are satisfactory for this application.,大多數壓接式接頭對此應用是可接受的。,A low resistance reading is a satisfactory workmanship indicator.,低電阻讀值是可接受的作業品質指標。,Quality & Verification,Intermediate,0,
123,adequate,/ˈædɪkwət/,足夠的；適當的,The design must provide an adequate margin against ignition.,設計必須提供足夠的防點燃裕度。,The contact area must be adequate for the expected current.,接觸面積必須足以承載預期電流。,General Engineering,Basic,0,
121,particularly,/pərˈtɪkjələrli/,特別地；尤其,This is particularly important around fuel and pyrotechnics.,這在燃料與火工品周圍特別重要。,Class R bonding is particularly sensitive to strap length.,R 類搭接對 搭接帶 長度特別敏感。,General English,Basic,0,
124,against,/əˈɡenst/,防止；對抗；針對,The Faraday cage provides protection against ignition.,法拉第籠 提供防止點燃的保護。,The bonding path should protect against arcing at joints.,搭接路徑 應防止接合點電弧。,General English,Basic,0,
30,aperture,/ˈæpərtʃər/,孔洞；開口；電磁洩漏開口,An unbonded seam can become an RF aperture.,未良好接合的接縫可能形成 RF 開口。,Reducing aperture size improves enclosure performance.,縮小開口尺寸可改善外殼性能。,EMC / RF,4,0,
120,spark,/spɑːrk/,火花；產生火花,A poor joint can create a spark during a lightning event.,不良接合可能在雷擊事件中產生火花。,Sparks must not jump between metallic structures near fuel.,火花不得在燃料附近的金屬結構間跳躍。,Lightning & Transients,Basic,0,
320,fast rise time,/fæst raɪz taɪm/,快速上升時間,"The handbook uses ""fast rise time"" when it explains the purpose or performance of an electrical bond.",「快速上升時間」會影響電氣接合的目的或性能。,"The designer reviews ""fast rise time"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「快速上升時間」。,Bonding Classes,4,0,
321,magnetic force,/mægˈnɛtɪk fɔrs/,磁力,"The handbook uses ""magnetic force"" when it explains the purpose or performance of an electrical bond.",「磁力」會影響電氣接合的目的或性能。,"The designer reviews ""magnetic force"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「磁力」。,Bonding Classes,4,0,
322,vehicle skin,/ˈviɪkəl skɪn/,載具外殼蒙皮,"The handbook uses ""vehicle skin"" when it explains the purpose or performance of an electrical bond.",「載具外殼蒙皮」會影響電氣接合的目的或性能。,"The designer reviews ""vehicle skin"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「載具外殼蒙皮」。,Bonding Classes,4,0,
323,conductive material,/kənˈdəktɪv məˈtɪriəl/,導電材料,"The handbook uses ""conductive material"" when it explains the purpose or performance of an electrical bond.",「導電材料」會影響電氣接合的目的或性能。,"The designer reviews ""conductive material"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「導電材料」。,Bonding Classes,4,0,
324,ignition hazard,/ˌɪgˈnɪʃən ˈhæzərd/,點火危害,"The handbook uses ""ignition hazard"" when it explains the purpose or performance of an electrical bond.",「點火危害」會影響電氣接合的目的或性能。,"The designer reviews ""ignition hazard"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「點火危害」。,Bonding Classes,4,0,
325,series inductance,/ˈsɪriz ˌɪnˈdəktəns/,串聯電感,"The handbook uses ""series inductance"" when it explains the purpose or performance of an electrical bond.",「串聯電感」會影響電氣接合的目的或性能。,"The designer reviews ""series inductance"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「串聯電感」。,Bonding Classes,4,0,
326,bond discontinuity,/bɑnd dɪˌskɑntɪˈnuɪti/,接合不連續處,"The handbook uses ""bond discontinuity"" when it explains the purpose or performance of an electrical bond.",「接合不連續處」會影響電氣接合的目的或性能。,"The designer reviews ""bond discontinuity"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「接合不連續處」。,Bonding Classes,4,0,
338,large-current capacity,/lɑrʤ ˈkɑrənt kəˈpæsɪti/,大電流承載能力,"The handbook uses ""large-current capacity"" when it explains the purpose or performance of an electrical bond.",「大電流承載能力」會影響電氣接合的目的或性能。,"The designer reviews ""large-current capacity"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「大電流承載能力」。,Bonding Classes,4,0,
327,electrostatic discharge prevention,/ˌɪˌlɛktroʊˈstætɪk ˈdɪsˌʧɑrʤ priˈvɛnʃən/,靜電放電預防,"The handbook uses ""electrostatic discharge prevention"" when it explains the purpose or performance of an electrical bond.",「靜電放電預防」會影響電氣接合的目的或性能。,"The designer reviews ""electrostatic discharge prevention"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「靜電放電預防」。,Bonding Classes,4,0,
328,charge imbalance,/ʧɑrʤ ɪmˈbæləns/,電荷不平衡,"The handbook uses ""charge imbalance"" when it explains the purpose or performance of an electrical bond.",「電荷不平衡」會影響電氣接合的目的或性能。,"The designer reviews ""charge imbalance"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「電荷不平衡」。,Bonding Classes,4,0,
329,potential difference,/pəˈtɛnʃəl ˈdɪfərəns/,電位差,"The handbook uses ""potential difference"" when it explains the purpose or performance of an electrical bond.",「電位差」會影響電氣接合的目的或性能。,"The designer reviews ""potential difference"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「電位差」。,Bonding Classes,4,0,
330,dielectric breakdown,/ˌdaɪəˈlɛktrɪk ˈbreɪkˌdaʊn/,介電崩潰,"The handbook uses ""dielectric breakdown"" when it explains the purpose or performance of an electrical bond.",「介電崩潰」會影響電氣接合的目的或性能。,"The designer reviews ""dielectric breakdown"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「介電崩潰」。,Bonding Classes,4,0,
335,static charge buildup,/ˈstætɪk ʧɑrʤ ˈbɪlˌdəp/,靜電荷累積,"The handbook uses ""static charge buildup"" when it explains the purpose or performance of an electrical bond.",「靜電荷累積」會影響電氣接合的目的或性能。,"The designer reviews ""static charge buildup"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「靜電荷累積」。,Bonding Classes,4,0,
215,electrostatic-charge bond,/ɪˌlektroʊˈstætɪk tʃɑːrdʒ bɑːnd/,靜電荷接合,An electrostatic-charge bond is used to dissipate stored charge.,靜電荷接合用於消散儲存的電荷。,An electrostatic-charge bond is applied to items subject to charging.,靜電荷接合會用於可能累積電荷的物件。,Bonding Design,4,0,
268,stored energy,/stɔːrd ˈenərdʒi/,儲存能量,Stored energy is the energy retained by an electrostatically charged item.,儲存能量是靜電帶電物件所保留的能量。,The allowed bond resistance is dependent on the stored energy of the item.,允許的接合電阻取決於物件的儲存能量。,Bonding Design,4,0,
331,conductive item,/kənˈdəktɪv ˈaɪtəm/,導電物件,"The handbook uses ""conductive item"" when it explains the purpose or performance of an electrical bond.",「導電物件」會影響電氣接合的目的或性能。,"The designer reviews ""conductive item"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「導電物件」。,Bonding Classes,4,0,
332,active antenna element,/ˈæktɪv ænˈtɛnə ˈɛləmənt/,主動天線元件,"The handbook uses ""active antenna element"" when it explains the purpose or performance of an electrical bond.",「主動天線元件」會影響電氣接合的目的或性能。,"The designer reviews ""active antenna element"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「主動天線元件」。,Bonding Classes,4,0,
333,performance analysis,/pərˈfɔrməns æˈnælɪsɪs/,性能分析,"The handbook uses ""performance analysis"" when it explains the purpose or performance of an electrical bond.",「性能分析」會影響電氣接合的目的或性能。,"The designer reviews ""performance analysis"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「性能分析」。,Bonding Classes,4,0,
