id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
437,fastener torque,/ˈfæsənər tɔrk/,緊固件扭矩,"The term ""fastener torque"" supports communication or verification of the bonding requirement.",「緊固件扭矩」有助於傳達或驗證接合要求。,"The engineering team reviews ""fastener torque"" before releasing the drawing.",工程團隊會在圖面發行前審查「緊固件扭矩」。,Verification & Drawings,4,0,
438,title block,/ˈtaɪtəl blɑk/,圖框標題欄,"The term ""title block"" supports communication or verification of the bonding requirement.",「圖框標題欄」有助於傳達或驗證接合要求。,"The engineering team reviews ""title block"" before releasing the drawing.",工程團隊會在圖面發行前審查「圖框標題欄」。,Verification & Drawings,4,0,
439,drawing leader,/drɔɪŋ ˈlidər/,圖面引線,"The term ""drawing leader"" supports communication or verification of the bonding requirement.",「圖面引線」有助於傳達或驗證接合要求。,"The engineering team reviews ""drawing leader"" before releasing the drawing.",工程團隊會在圖面發行前審查「圖面引線」。,Verification & Drawings,4,0,
440,surface finish callout,/ˈsərfəs ˈfɪnɪʃ ˈkɔːlaʊt/,表面處理註記,"The term ""surface finish callout"" supports communication or verification of the bonding requirement.",「表面處理註記」有助於傳達或驗證接合要求。,"The engineering team reviews ""surface finish callout"" before releasing the drawing.",工程團隊會在圖面發行前審查「表面處理註記」。,Verification & Drawings,4,0,
441,electrically conductive surface,/ɪˈlɛktrɪkəli kənˈdəktɪv ˈsərfəs/,導電表面,"The term ""electrically conductive surface"" supports communication or verification of the bonding requirement.",「導電表面」有助於傳達或驗證接合要求。,"The engineering team reviews ""electrically conductive surface"" before releasing the drawing.",工程團隊會在圖面發行前審查「導電表面」。,Verification & Drawings,4,0,
442,corrosion inhibiting compound,/kərˈoʊʒən ˌɪnˈhɪbətɪŋ ˈkɑmpaʊnd/,腐蝕抑制劑,"The term ""corrosion inhibiting compound"" supports communication or verification of the bonding requirement.",「腐蝕抑制劑」有助於傳達或驗證接合要求。,"The engineering team reviews ""corrosion inhibiting compound"" before releasing the drawing.",工程團隊會在圖面發行前審查「腐蝕抑制劑」。,Verification & Drawings,4,0,
443,strippable plastic coating,/ˈstrɪpəbəl ˈplæstɪk ˈkoʊtɪŋ/,可剝式塑膠塗層,"The term ""strippable plastic coating"" supports communication or verification of the bonding requirement.",「可剝式塑膠塗層」有助於傳達或驗證接合要求。,"The engineering team reviews ""strippable plastic coating"" before releasing the drawing.",工程團隊會在圖面發行前審查「可剝式塑膠塗層」。,Verification & Drawings,4,0,
444,exposed surface,/ɪkˈspoʊzd ˈsərfəs/,外露表面,"The term ""exposed surface"" supports communication or verification of the bonding requirement.",「外露表面」有助於傳達或驗證接合要求。,"The engineering team reviews ""exposed surface"" before releasing the drawing.",工程團隊會在圖面發行前審查「外露表面」。,Verification & Drawings,4,0,
445,oxidation prevention,/ˌɑksəˈdeɪʃən priˈvɛnʃən/,防止氧化,"The term ""oxidation prevention"" supports communication or verification of the bonding requirement.",「防止氧化」有助於傳達或驗證接合要求。,"The engineering team reviews ""oxidation prevention"" before releasing the drawing.",工程團隊會在圖面發行前審查「防止氧化」。,Verification & Drawings,4,0,
446,masking requirement,/ˈmæskɪŋ rɪkˈwaɪrmənt/,遮蔽要求,"The term ""masking requirement"" supports communication or verification of the bonding requirement.",「遮蔽要求」有助於傳達或驗證接合要求。,"The engineering team reviews ""masking requirement"" before releasing the drawing.",工程團隊會在圖面發行前審查「遮蔽要求」。,Verification & Drawings,4,0,
447,chemical film treatment,/ˈkɛmɪkəl fɪlm ˈtritmənt/,化學膜處理,"The term ""chemical film treatment"" supports communication or verification of the bonding requirement.",「化學膜處理」有助於傳達或驗證接合要求。,"The engineering team reviews ""chemical film treatment"" before releasing the drawing.",工程團隊會在圖面發行前審查「化學膜處理」。,Verification & Drawings,4,0,
448,electroless nickel plate,/ɪˈlɛktrələs ˈnɪkəl pleɪt/,化學鎳鍍層,"The term ""electroless nickel plate"" supports communication or verification of the bonding requirement.",「化學鎳鍍層」有助於傳達或驗證接合要求。,"The engineering team reviews ""electroless nickel plate"" before releasing the drawing.",工程團隊會在圖面發行前審查「化學鎳鍍層」。,Verification & Drawings,4,0,
449,free iron contamination,/fri aɪərn kənˌtæməˈneɪʃən/,游離鐵污染,"The term ""free iron contamination"" supports communication or verification of the bonding requirement.",「游離鐵污染」有助於傳達或驗證接合要求。,"The engineering team reviews ""free iron contamination"" before releasing the drawing.",工程團隊會在圖面發行前審查「游離鐵污染」。,Verification & Drawings,4,0,
450,thin paint,/θɪn peɪnt/,薄漆層,"The term ""thin paint"" supports communication or verification of the bonding requirement.",「薄漆層」有助於傳達或驗證接合要求。,"The engineering team reviews ""thin paint"" before releasing the drawing.",工程團隊會在圖面發行前審查「薄漆層」。,Verification & Drawings,4,0,
451,connector panel drawing,/kəˈnɛktər ˈpænəl drɔɪŋ/,連接器面板圖,"The term ""connector panel drawing"" supports communication or verification of the bonding requirement.",「連接器面板圖」有助於傳達或驗證接合要求。,"The engineering team reviews ""connector panel drawing"" before releasing the drawing.",工程團隊會在圖面發行前審查「連接器面板圖」。,Verification & Drawings,4,0,
452,equipment installation drawing,/ɪkˈwɪpmənt ˌɪnstəˈleɪʃən drɔɪŋ/,設備安裝圖,"The term ""equipment installation drawing"" supports communication or verification of the bonding requirement.",「設備安裝圖」有助於傳達或驗證接合要求。,"The engineering team reviews ""equipment installation drawing"" before releasing the drawing.",工程團隊會在圖面發行前審查「設備安裝圖」。,Verification & Drawings,4,0,
453,critical bond path,/ˈkrɪtɪkəl bɑnd pæθ/,關鍵接合路徑,"The term ""critical bond path"" supports communication or verification of the bonding requirement.",「關鍵接合路徑」有助於傳達或驗證接合要求。,"The engineering team reviews ""critical bond path"" before releasing the drawing.",工程團隊會在圖面發行前審查「關鍵接合路徑」。,Verification & Drawings,4,0,
454,drawing release,/drɔɪŋ riˈlis/,圖面發行,"The term ""drawing release"" supports communication or verification of the bonding requirement.",「圖面發行」有助於傳達或驗證接合要求。,"The engineering team reviews ""drawing release"" before releasing the drawing.",工程團隊會在圖面發行前審查「圖面發行」。,Verification & Drawings,4,0,
