id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
130,vapor,/ˈveɪpər/,蒸氣,Fuel vapors can ignite if sparks occur.,若產生火花，燃料蒸氣可能被點燃。,Joints near vapors require special attention.,靠近蒸氣的接合處需要特別注意。,Safety & Hazardous Areas,Basic,0,
128,perforation,/ˌpɜːrfəˈreɪʃən/,穿孔；孔洞形成,Sparking between panels may cause perforation of the vehicle skin.,面板間火花可能造成載具外殼穿孔。,Inspect the panel for perforation after a high-current event.,高電流事件後應檢查面板是否穿孔。,Lightning & Damage Effects,Advanced,0,
137,weakens,/ˈwiːkənz/,削弱；使變弱,Lightning current weakens a fastener when excessive heat develops at the connection.,當連接處產生過多熱量時，雷擊電流會削弱緊固件。,Corrosion weakens the bond and increases electrical resistance.,腐蝕會削弱 搭接 並增加電阻。,Lightning & Damage Effects,Intermediate,0,
209,electrical bond,/ɪˈlektrɪkəl bɑːnd/,電氣接合,An electrical bond is a conductive connection between two items.,電氣接合是兩個物件之間的導電連接。,A reliable electrical bond is necessary for current return and protection.,可靠的電氣接合對電流回路與防護很重要。,Bonding Design,3,0,
210,bond classification,/bɑːnd ˌklæsɪfɪˈkeɪʃən/,接合分類,A bond classification is based on the purpose of the electrical bond.,接合分類是依電氣接合的用途決定。,Each bond classification is associated with different electrical characteristics.,每種接合分類都對應不同的電氣特性。,Bonding Design,4,0,
211,power return bond,/ˈpaʊər rɪˈtɜːrn bɑːnd/,電源回流接合,A power return bond is used to carry intentional current through structure.,電源回流接合用於讓預定電流經結構回流。,A power return bond is sized for current and voltage-drop limits.,電源回流接合會依電流與壓降限制決定尺寸。,Bonding Design,4,0,
212,shock-hazard bond,/ˈʃɑːk ˌhæzərd bɑːnd/,觸電危害防護接合,A shock-hazard bond is used to protect personnel from exposed voltage.,觸電危害防護接合用於保護人員免受外露電壓危害。,A shock-hazard bond is required to carry fault current safely.,觸電危害防護接合必須能安全承載故障電流。,Bonding Design,4,0,
213,radio-frequency bond,/ˈreɪdioʊ ˈfriːkwənsi bɑːnd/,射頻接合,A radio-frequency bond is designed for low impedance at high frequency.,射頻接合是針對高頻低阻抗所設計。,A radio-frequency bond is important for shields and filters.,射頻接合對屏蔽與濾波器很重要。,Bonding Design,4,0,
214,lightning bond,/ˈlaɪtnɪŋ bɑːnd/,雷擊電流接合,A lightning bond is designed to carry large transient currents.,雷擊電流接合是為承載大型暫態電流而設計。,A lightning bond is kept short to reduce series inductance.,雷擊電流接合會保持短路徑以降低串聯電感。,Bonding Design,4,0,
215,electrostatic-charge bond,/ɪˌlektroʊˈstætɪk tʃɑːrdʒ bɑːnd/,靜電荷接合,An electrostatic-charge bond is used to dissipate stored charge.,靜電荷接合用於消散儲存的電荷。,An electrostatic-charge bond is applied to items subject to charging.,靜電荷接合會用於可能累積電荷的物件。,Bonding Design,4,0,
216,DC bond resistance,/ˌdiː ˈsiː bɑːnd rɪˈzɪstəns/,直流接合電阻,DC bond resistance is measured across an electrical joint.,直流接合電阻是在電氣接點兩端量測。,The allowed DC bond resistance is different for each bond class.,各接合分類允許的直流接合電阻不同。,Bonding Design,4,0,
267,low-inductance path,/loʊ ɪnˈdʌktəns pæθ/,低電感路徑,A low-inductance path is necessary for rapidly changing current.,快速變化的電流需要低電感路徑。,A short and wide bond is a low-inductance path at high frequency.,短而寬的接合在高頻下是低電感路徑。,Bonding Design,5,0,
268,stored energy,/stɔːrd ˈenərdʒi/,儲存能量,Stored energy is the energy retained by an electrostatically charged item.,儲存能量是靜電帶電物件所保留的能量。,The allowed bond resistance is dependent on the stored energy of the item.,允許的接合電阻取決於物件的儲存能量。,Bonding Design,4,0,
310,power current return,/paʊər ˈkɑrənt rɪˈtərn/,電源電流回流,"The handbook uses ""power current return"" when it explains the purpose or performance of an electrical bond.",「電源電流回流」會影響電氣接合的目的或性能。,"The designer reviews ""power current return"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「電源電流回流」。,Bonding Classes,4,0,
311,intentional current,/ˌɪnˈtɛnʃənəl ˈkɑrənt/,預期電流,"The handbook uses ""intentional current"" when it explains the purpose or performance of an electrical bond.",「預期電流」會影響電氣接合的目的或性能。,"The designer reviews ""intentional current"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「預期電流」。,Bonding Classes,4,0,
312,upstream protective device,/ˈəpˈstrim prəˈtɛktɪv dɪˈvaɪs/,上游保護裝置,"The handbook uses ""upstream protective device"" when it explains the purpose or performance of an electrical bond.",「上游保護裝置」會影響電氣接合的目的或性能。,"The designer reviews ""upstream protective device"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「上游保護裝置」。,Bonding Classes,4,0,
313,exposed case,/ɪkˈspoʊzd keɪs/,外露機殼,"The handbook uses ""exposed case"" when it explains the purpose or performance of an electrical bond.",「外露機殼」會影響電氣接合的目的或性能。,"The designer reviews ""exposed case"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「外露機殼」。,Bonding Classes,4,0,
314,fire hazard,/faɪər ˈhæzərd/,火災危害,"The handbook uses ""fire hazard"" when it explains the purpose or performance of an electrical bond.",「火災危害」會影響電氣接合的目的或性能。,"The designer reviews ""fire hazard"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「火災危害」。,Bonding Classes,4,0,
315,radio frequency current,/ˈreɪdiˌoʊ ˈfrikwənsi ˈkɑrənt/,射頻電流,"The handbook uses ""radio frequency current"" when it explains the purpose or performance of an electrical bond.",「射頻電流」會影響電氣接合的目的或性能。,"The designer reviews ""radio frequency current"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「射頻電流」。,Bonding Classes,4,0,
316,shielding effectiveness,/ˈʃildɪŋ ˈifɛktɪvnəs/,屏蔽效能,"The handbook uses ""shielding effectiveness"" when it explains the purpose or performance of an electrical bond.",「屏蔽效能」會影響電氣接合的目的或性能。,"The designer reviews ""shielding effectiveness"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「屏蔽效能」。,Bonding Classes,4,0,
317,frequency of interest,/ˈfrikwənsi əv ˈɪntəˌrɛst/,關注頻率,"The handbook uses ""frequency of interest"" when it explains the purpose or performance of an electrical bond.",「關注頻率」會影響電氣接合的目的或性能。,"The designer reviews ""frequency of interest"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「關注頻率」。,Bonding Classes,4,0,
318,electric-field interference,/ɪˈlɛktrɪk fild ˌɪnərˈfɪrəns/,電場干擾,"The handbook uses ""electric-field interference"" when it explains the purpose or performance of an electrical bond.",「電場干擾」會影響電氣接合的目的或性能。,"The designer reviews ""electric-field interference"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「電場干擾」。,Bonding Classes,4,0,
319,lightning current,/ˈlaɪtnɪŋ ˈkɑrənt/,雷擊電流,"The handbook uses ""lightning current"" when it explains the purpose or performance of an electrical bond.",「雷擊電流」會影響電氣接合的目的或性能。,"The designer reviews ""lightning current"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「雷擊電流」。,Bonding Classes,4,0,
320,fast rise time,/fæst raɪz taɪm/,快速上升時間,"The handbook uses ""fast rise time"" when it explains the purpose or performance of an electrical bond.",「快速上升時間」會影響電氣接合的目的或性能。,"The designer reviews ""fast rise time"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「快速上升時間」。,Bonding Classes,4,0,
321,magnetic force,/mægˈnɛtɪk fɔrs/,磁力,"The handbook uses ""magnetic force"" when it explains the purpose or performance of an electrical bond.",「磁力」會影響電氣接合的目的或性能。,"The designer reviews ""magnetic force"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「磁力」。,Bonding Classes,4,0,
322,vehicle skin,/ˈviɪkəl skɪn/,載具外殼蒙皮,"The handbook uses ""vehicle skin"" when it explains the purpose or performance of an electrical bond.",「載具外殼蒙皮」會影響電氣接合的目的或性能。,"The designer reviews ""vehicle skin"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「載具外殼蒙皮」。,Bonding Classes,4,0,
323,conductive material,/kənˈdəktɪv məˈtɪriəl/,導電材料,"The handbook uses ""conductive material"" when it explains the purpose or performance of an electrical bond.",「導電材料」會影響電氣接合的目的或性能。,"The designer reviews ""conductive material"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「導電材料」。,Bonding Classes,4,0,
324,ignition hazard,/ˌɪgˈnɪʃən ˈhæzərd/,點火危害,"The handbook uses ""ignition hazard"" when it explains the purpose or performance of an electrical bond.",「點火危害」會影響電氣接合的目的或性能。,"The designer reviews ""ignition hazard"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「點火危害」。,Bonding Classes,4,0,
325,series inductance,/ˈsɪriz ˌɪnˈdəktəns/,串聯電感,"The handbook uses ""series inductance"" when it explains the purpose or performance of an electrical bond.",「串聯電感」會影響電氣接合的目的或性能。,"The designer reviews ""series inductance"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「串聯電感」。,Bonding Classes,4,0,
326,bond discontinuity,/bɑnd dɪˌskɑntɪˈnuɪti/,接合不連續處,"The handbook uses ""bond discontinuity"" when it explains the purpose or performance of an electrical bond.",「接合不連續處」會影響電氣接合的目的或性能。,"The designer reviews ""bond discontinuity"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「接合不連續處」。,Bonding Classes,4,0,
327,electrostatic discharge prevention,/ˌɪˌlɛktroʊˈstætɪk ˈdɪsˌʧɑrʤ priˈvɛnʃən/,靜電放電預防,"The handbook uses ""electrostatic discharge prevention"" when it explains the purpose or performance of an electrical bond.",「靜電放電預防」會影響電氣接合的目的或性能。,"The designer reviews ""electrostatic discharge prevention"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「靜電放電預防」。,Bonding Classes,4,0,
328,charge imbalance,/ʧɑrʤ ɪmˈbæləns/,電荷不平衡,"The handbook uses ""charge imbalance"" when it explains the purpose or performance of an electrical bond.",「電荷不平衡」會影響電氣接合的目的或性能。,"The designer reviews ""charge imbalance"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「電荷不平衡」。,Bonding Classes,4,0,
329,potential difference,/pəˈtɛnʃəl ˈdɪfərəns/,電位差,"The handbook uses ""potential difference"" when it explains the purpose or performance of an electrical bond.",「電位差」會影響電氣接合的目的或性能。,"The designer reviews ""potential difference"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「電位差」。,Bonding Classes,4,0,
330,dielectric breakdown,/ˌdaɪəˈlɛktrɪk ˈbreɪkˌdaʊn/,介電崩潰,"The handbook uses ""dielectric breakdown"" when it explains the purpose or performance of an electrical bond.",「介電崩潰」會影響電氣接合的目的或性能。,"The designer reviews ""dielectric breakdown"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「介電崩潰」。,Bonding Classes,4,0,
331,conductive item,/kənˈdəktɪv ˈaɪtəm/,導電物件,"The handbook uses ""conductive item"" when it explains the purpose or performance of an electrical bond.",「導電物件」會影響電氣接合的目的或性能。,"The designer reviews ""conductive item"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「導電物件」。,Bonding Classes,4,0,
332,active antenna element,/ˈæktɪv ænˈtɛnə ˈɛləmənt/,主動天線元件,"The handbook uses ""active antenna element"" when it explains the purpose or performance of an electrical bond.",「主動天線元件」會影響電氣接合的目的或性能。,"The designer reviews ""active antenna element"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「主動天線元件」。,Bonding Classes,4,0,
333,performance analysis,/pərˈfɔrməns æˈnælɪsɪs/,性能分析,"The handbook uses ""performance analysis"" when it explains the purpose or performance of an electrical bond.",「性能分析」會影響電氣接合的目的或性能。,"The designer reviews ""performance analysis"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「性能分析」。,Bonding Classes,4,0,
334,shock protection,/ʃɑk prəˈtɛkʃən/,電擊防護,"The handbook uses ""shock protection"" when it explains the purpose or performance of an electrical bond.",「電擊防護」會影響電氣接合的目的或性能。,"The designer reviews ""shock protection"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「電擊防護」。,Bonding Classes,4,0,
335,static charge buildup,/ˈstætɪk ʧɑrʤ ˈbɪlˌdəp/,靜電荷累積,"The handbook uses ""static charge buildup"" when it explains the purpose or performance of an electrical bond.",「靜電荷累積」會影響電氣接合的目的或性能。,"The designer reviews ""static charge buildup"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「靜電荷累積」。,Bonding Classes,4,0,
336,dedicated power return,/ˈdɛdəkeɪtəd paʊər rɪˈtərn/,專用電源回流,"The handbook uses ""dedicated power return"" when it explains the purpose or performance of an electrical bond.",「專用電源回流」會影響電氣接合的目的或性能。,"The designer reviews ""dedicated power return"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「專用電源回流」。,Bonding Classes,4,0,
337,protective device,/prəˈtɛktɪv dɪˈvaɪs/,保護裝置,"The handbook uses ""protective device"" when it explains the purpose or performance of an electrical bond.",「保護裝置」會影響電氣接合的目的或性能。,"The designer reviews ""protective device"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「保護裝置」。,Bonding Classes,4,0,
338,large-current capacity,/lɑrʤ ˈkɑrənt kəˈpæsɪti/,大電流承載能力,"The handbook uses ""large-current capacity"" when it explains the purpose or performance of an electrical bond.",「大電流承載能力」會影響電氣接合的目的或性能。,"The designer reviews ""large-current capacity"" before selecting a bonding class.",設計人員會在選擇接合等級前評估「大電流承載能力」。,Bonding Classes,4,0,
