id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
291,functional architecture,/ˈfəŋkʃənəl ˈɑrkəˌtɛkʧər/,功能架構,"The handbook discusses the term ""functional architecture"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「功能架構」。,"The design team reviews ""functional architecture"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「功能架構」。,Requirements & Process,4,0,
292,product technical requirement,/ˈprɑdəkt ˈtɛknɪkəl rɪkˈwaɪrmənt/,產品技術要求,"The handbook discusses the term ""product technical requirement"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「產品技術要求」。,"The design team reviews ""product technical requirement"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「產品技術要求」。,Requirements & Process,4,0,
293,technical constraint,/ˈtɛknɪkəl kənˈstreɪnt/,技術限制條件,"The handbook discusses the term ""technical constraint"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「技術限制條件」。,"The design team reviews ""technical constraint"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「技術限制條件」。,Requirements & Process,4,0,
294,mission objective,/ˈmɪʃən əˈbʤɛktɪv/,任務目標,"The handbook discusses the term ""mission objective"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「任務目標」。,"The design team reviews ""mission objective"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「任務目標」。,Requirements & Process,4,0,
295,design team,/dɪˈzaɪn tim/,設計團隊,"The handbook discusses the term ""design team"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「設計團隊」。,"The design team reviews ""design team"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「設計團隊」。,Requirements & Process,4,0,
296,subcontractor,/səbˈkɑnˌtræktər/,分包商,"The handbook discusses the term ""subcontractor"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「分包商」。,"The design team reviews ""subcontractor"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「分包商」。,Requirements & Process,4,0,
297,component development,/kəmˈpoʊnənt dɪˈvɛləpmənt/,元件開發,"The handbook discusses the term ""component development"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「元件開發」。,"The design team reviews ""component development"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「元件開發」。,Requirements & Process,4,0,
298,requirement validation,/rɪkˈwaɪrmənt ˌvæləˈdeɪʃən/,需求驗證,"The handbook discusses the term ""requirement validation"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「需求驗證」。,"The design team reviews ""requirement validation"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「需求驗證」。,Requirements & Process,4,0,
299,requirements analysis,/rɪkˈwaɪrmənts æˈnælɪsɪs/,需求分析,"The handbook discusses the term ""requirements analysis"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「需求分析」。,"The design team reviews ""requirements analysis"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「需求分析」。,Requirements & Process,4,0,
300,allocation process,/ˌæləˈkeɪʃən ˈprɔˌsɛs/,分配流程,"The handbook discusses the term ""allocation process"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「分配流程」。,"The design team reviews ""allocation process"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「分配流程」。,Requirements & Process,4,0,
301,system element,/ˈsɪstəm ˈɛləmənt/,系統元素,"The handbook discusses the term ""system element"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「系統元素」。,"The design team reviews ""system element"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「系統元素」。,Requirements & Process,4,0,
302,design option,/dɪˈzaɪn ˈɔpʃən/,設計選項,"The handbook discusses the term ""design option"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「設計選項」。,"The design team reviews ""design option"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「設計選項」。,Requirements & Process,4,0,
303,program requirement,/ˈproʊˌgræm rɪkˈwaɪrmənt/,計畫要求,"The handbook discusses the term ""program requirement"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「計畫要求」。,"The design team reviews ""program requirement"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「計畫要求」。,Requirements & Process,4,0,
304,project requirement,/ˈprɑʤɛkt rɪkˈwaɪrmənt/,專案要求,"The handbook discusses the term ""project requirement"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「專案要求」。,"The design team reviews ""project requirement"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「專案要求」。,Requirements & Process,4,0,
305,applicable requirement,/ˈæpləkəbəl rɪkˈwaɪrmənt/,適用要求,"The handbook discusses the term ""applicable requirement"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「適用要求」。,"The design team reviews ""applicable requirement"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「適用要求」。,Requirements & Process,4,0,
306,generic requirement,/ʤəˈnɛrɪk rɪkˈwaɪrmənt/,通用要求,"The handbook discusses the term ""generic requirement"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「通用要求」。,"The design team reviews ""generic requirement"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「通用要求」。,Requirements & Process,4,0,
307,requirement adjustment,/rɪkˈwaɪrmənt əˈʤəstmənt/,需求調整,"The handbook discusses the term ""requirement adjustment"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「需求調整」。,"The design team reviews ""requirement adjustment"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「需求調整」。,Requirements & Process,4,0,
308,design progress,/dɪˈzaɪn ˈprɑˌgrɛs/,設計進展,"The handbook discusses the term ""design progress"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「設計進展」。,"The design team reviews ""design progress"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「設計進展」。,Requirements & Process,4,0,
309,mechanical design,/məˈkænɪkəl dɪˈzaɪn/,機械設計,"The handbook discusses the term ""mechanical design"" during requirements development and flowdown.",本手冊在需求發展與傳遞流程中說明「機械設計」。,"The design team reviews ""mechanical design"" before the bonding requirement is released.",設計團隊會在電氣接合要求發行前考量「機械設計」。,Requirements & Process,4,0,
