id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
486,zero reference potential,/ˈziroʊ ˈrɛfərəns pəˈtɛnʃəl/,零參考電位,"The term ""zero reference potential"" appears in the handbook glossary or cleaning guidance.",「零參考電位」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""zero reference potential"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「零參考電位」。,Glossary & Cleaning,4,0,
487,primary structure,/ˈpraɪˌmɛri ˈstrəkʧər/,主結構,"The term ""primary structure"" appears in the handbook glossary or cleaning guidance.",「主結構」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""primary structure"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「主結構」。,Glossary & Cleaning,4,0,
488,secondary structure,/ˈsɛkənˌdɛri ˈstrəkʧər/,次結構,"The term ""secondary structure"" appears in the handbook glossary or cleaning guidance.",「次結構」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""secondary structure"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「次結構」。,Glossary & Cleaning,4,0,
489,tertiary structure,/ˈtərʃəri ˈstrəkʧər/,第三級結構,"The term ""tertiary structure"" appears in the handbook glossary or cleaning guidance.",「第三級結構」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""tertiary structure"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「第三級結構」。,Glossary & Cleaning,4,0,
490,to fay,/tɪ feɪ/,緊密配合；接合,"The term ""to fay"" appears in the handbook glossary or cleaning guidance.",「緊密配合；接合」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""to fay"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「緊密配合；接合」。,Glossary & Cleaning,4,0,
491,alkaline cleaning,/ˈælkəˌlaɪn ˈklinɪŋ/,鹼洗,"The term ""alkaline cleaning"" appears in the handbook glossary or cleaning guidance.",「鹼洗」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""alkaline cleaning"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「鹼洗」。,Glossary & Cleaning,4,0,
492,electrolytic cleaning,/ˌɪˌlɛktrəˈlɪtɪk ˈklinɪŋ/,電解清洗,"The term ""electrolytic cleaning"" appears in the handbook glossary or cleaning guidance.",「電解清洗」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""electrolytic cleaning"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「電解清洗」。,Glossary & Cleaning,4,0,
493,anodic cleaning,/əˈnɑːdɪk ˈklinɪŋ/,陽極清洗,"The term ""anodic cleaning"" appears in the handbook glossary or cleaning guidance.",「陽極清洗」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""anodic cleaning"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「陽極清洗」。,Glossary & Cleaning,4,0,
494,cathodic cleaning,/kəˈθɑːdɪk ˈklinɪŋ/,陰極清洗,"The term ""cathodic cleaning"" appears in the handbook glossary or cleaning guidance.",「陰極清洗」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""cathodic cleaning"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「陰極清洗」。,Glossary & Cleaning,4,0,
495,emulsion cleaning,/ɪˈməlʃən ˈklinɪŋ/,乳化清洗,"The term ""emulsion cleaning"" appears in the handbook glossary or cleaning guidance.",「乳化清洗」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""emulsion cleaning"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「乳化清洗」。,Glossary & Cleaning,4,0,
496,hydrocarbon solvent,/ˌhaɪdroʊˈkɑrbən ˈsɑlvənt/,碳氫溶劑,"The term ""hydrocarbon solvent"" appears in the handbook glossary or cleaning guidance.",「碳氫溶劑」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""hydrocarbon solvent"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「碳氫溶劑」。,Glossary & Cleaning,4,0,
497,vapor degreasing,/ˈveɪpər diːˈɡriːsɪŋ/,蒸氣脫脂,"The term ""vapor degreasing"" appears in the handbook glossary or cleaning guidance.",「蒸氣脫脂」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""vapor degreasing"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「蒸氣脫脂」。,Glossary & Cleaning,4,0,
498,acid cleaning,/ˈæsəd ˈklinɪŋ/,酸洗,"The term ""acid cleaning"" appears in the handbook glossary or cleaning guidance.",「酸洗」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""acid cleaning"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「酸洗」。,Glossary & Cleaning,4,0,
499,mineral acid,/ˈmɪnərəl ˈæsəd/,無機酸,"The term ""mineral acid"" appears in the handbook glossary or cleaning guidance.",「無機酸」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""mineral acid"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「無機酸」。,Glossary & Cleaning,4,0,
500,organic acid,/ɔrˈgænɪk ˈæsəd/,有機酸,"The term ""organic acid"" appears in the handbook glossary or cleaning guidance.",「有機酸」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""organic acid"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「有機酸」。,Glossary & Cleaning,4,0,
501,pickling,/ˈpɪklɪŋ/,酸浸處理,"The term ""pickling"" appears in the handbook glossary or cleaning guidance.",「酸浸處理」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""pickling"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「酸浸處理」。,Glossary & Cleaning,4,0,
502,scale removal,/skeɪl rɪˈmuvəl/,氧化皮去除,"The term ""scale removal"" appears in the handbook glossary or cleaning guidance.",「氧化皮去除」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""scale removal"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「氧化皮去除」。,Glossary & Cleaning,4,0,
503,abrasive medium,/əˈbreɪsɪv ˈmidiəm/,磨料介質,"The term ""abrasive medium"" appears in the handbook glossary or cleaning guidance.",「磨料介質」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""abrasive medium"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「磨料介質」。,Glossary & Cleaning,4,0,
504,hydrogen embrittlement,/ˈhaɪdrəʤən ɪmˈbrɪtəlmənt/,氫脆,"The term ""hydrogen embrittlement"" appears in the handbook glossary or cleaning guidance.",「氫脆」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""hydrogen embrittlement"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「氫脆」。,Glossary & Cleaning,4,0,
505,molten salt bath cleaning,/ˈmoʊltən sɔlt bæθ ˈklinɪŋ/,熔鹽浴清洗,"The term ""molten salt bath cleaning"" appears in the handbook glossary or cleaning guidance.",「熔鹽浴清洗」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""molten salt bath cleaning"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「熔鹽浴清洗」。,Glossary & Cleaning,4,0,
506,saponification,/səˌpɑnəfəˈkeɪʃən/,皂化反應,"The term ""saponification"" appears in the handbook glossary or cleaning guidance.",「皂化反應」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""saponification"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「皂化反應」。,Glossary & Cleaning,4,0,
507,base-induced hydrolysis,/beɪs ˌɪnˈdust haɪˈdrɑləsəs/,鹼誘導水解,"The term ""base-induced hydrolysis"" appears in the handbook glossary or cleaning guidance.",「鹼誘導水解」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""base-induced hydrolysis"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「鹼誘導水解」。,Glossary & Cleaning,4,0,
508,ultrasonic cleaning,/ˌəltrəˈsɑnɪk ˈklinɪŋ/,超音波清洗,"The term ""ultrasonic cleaning"" appears in the handbook glossary or cleaning guidance.",「超音波清洗」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""ultrasonic cleaning"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「超音波清洗」。,Glossary & Cleaning,4,0,
509,hand cleaning,/hænd ˈklinɪŋ/,手工清潔,"The term ""hand cleaning"" appears in the handbook glossary or cleaning guidance.",「手工清潔」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""hand cleaning"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「手工清潔」。,Glossary & Cleaning,4,0,
510,lint-free cloth,/lɪnt fri klɔθ/,無絨布,"The term ""lint-free cloth"" appears in the handbook glossary or cleaning guidance.",「無絨布」出現在本手冊的術語表或清潔指引中。,"The technician reviews ""lint-free cloth"" when preparing a bonding surface.",技術人員在準備接合表面時會考量「無絨布」。,Glossary & Cleaning,4,0,
