id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
222,multiple fasteners,/ˈmʌltəpəl ˈfæsənərz/,多個緊固件,Multiple fasteners are useful on large mating flanges.,多個緊固件適用於大型配合凸緣。,The use of multiple fasteners is analyzed as part of the bond path.,多個緊固件的使用會作為接合路徑的一部分進行分析。,Bonding Methods,4,0,
223,bond strap installation,/bɑːnd stræp ˌɪnstəˈleɪʃən/,接合帶安裝,Bond strap installation is controlled to prevent damage and excess inductance.,接合帶安裝會受到控制，以避免損傷與過大電感。,Proper bond strap installation is important under vibration and motion.,正確的接合帶安裝對振動與移動環境很重要。,Bonding Methods,4,0,
224,cross-sectional area,/ˌkrɔːs ˈsekʃənəl ˈeriə/,截面積,Cross-sectional area is selected for the current carried by a conductor.,截面積會依導體承載的電流選定。,Adequate cross-sectional area is necessary for lightning bonding straps.,雷擊接合帶需要足夠的截面積。,Bonding Methods,4,0,
269,brazed joint,/breɪzd dʒɔɪnt/,硬銲接頭,A brazed joint is a permanent metallic connection formed with filler metal.,硬銲接頭是利用填料金屬形成的永久金屬連接。,A properly brazed joint is considered inherently bonded.,正確製作的硬銲接頭被視為本質上已接合。,Bonding Methods,4,0,
270,strain relief,/streɪn rɪˈliːf/,應變消除；拉力緩解,Strain relief is used to prevent mechanical loads from damaging a bond strap.,應變消除用於避免機械負載損傷接合帶。,Adequate strain relief is important when a strap moves during service.,接合帶在使用中會移動時，足夠的應變消除很重要。,Bonding Methods,3,0,
339,high-strength steel bolt,/haɪ strɛŋθ stil boʊlt/,高強度鋼螺栓,"The handbook uses ""high-strength steel bolt"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「高強度鋼螺栓」。,"The installer reviews ""high-strength steel bolt"" before completing the joint.",安裝人員會在完成接頭前檢查「高強度鋼螺栓」。,Bonding Methods,4,0,
340,alloying material,/əˈlɔɪɪŋ məˈtɪriəl/,合金材料,"The handbook uses ""alloying material"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「合金材料」。,"The installer reviews ""alloying material"" before completing the joint.",安裝人員會在完成接頭前檢查「合金材料」。,Bonding Methods,4,0,
341,mating flange,/ˈmeɪtɪŋ flænʤ/,配合凸緣,"The handbook uses ""mating flange"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「配合凸緣」。,"The installer reviews ""mating flange"" before completing the joint.",安裝人員會在完成接頭前檢查「配合凸緣」。,Bonding Methods,4,0,
342,spring nut,/spərɪŋ nət/,彈簧螺帽,"The handbook uses ""spring nut"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「彈簧螺帽」。,"The installer reviews ""spring nut"" before completing the joint.",安裝人員會在完成接頭前檢查「彈簧螺帽」。,Bonding Methods,4,0,
343,self-tapping screw,/sɛlf ˈtæpɪŋ skru/,自攻螺絲,"The handbook uses ""self-tapping screw"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「自攻螺絲」。,"The installer reviews ""self-tapping screw"" before completing the joint.",安裝人員會在完成接頭前檢查「自攻螺絲」。,Bonding Methods,4,0,
344,locking feature,/ˈlɑkɪŋ ˈfiʧər/,防鬆特徵,"The handbook uses ""locking feature"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「防鬆特徵」。,"The installer reviews ""locking feature"" before completing the joint.",安裝人員會在完成接頭前檢查「防鬆特徵」。,Bonding Methods,4,0,
345,preload-critical joint,/ˈpriːloʊd ˈkrɪtɪkəl ʤɔɪnt/,預緊力關鍵接頭,"The handbook uses ""preload-critical joint"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「預緊力關鍵接頭」。,"The installer reviews ""preload-critical joint"" before completing the joint.",安裝人員會在完成接頭前檢查「預緊力關鍵接頭」。,Bonding Methods,4,0,
346,flat washer,/flæt ˈwɑʃər/,平墊圈,"The handbook uses ""flat washer"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「平墊圈」。,"The installer reviews ""flat washer"" before completing the joint.",安裝人員會在完成接頭前檢查「平墊圈」。,Bonding Methods,4,0,
347,conical washer,/ˈkɑnɪkəl ˈwɑʃər/,錐形墊圈,"The handbook uses ""conical washer"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「錐形墊圈」。,"The installer reviews ""conical washer"" before completing the joint.",安裝人員會在完成接頭前檢查「錐形墊圈」。,Bonding Methods,4,0,
348,helical-spring washer,/ˈhɛlɪkəl spərɪŋ ˈwɑʃər/,螺旋彈簧墊圈,"The handbook uses ""helical-spring washer"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「螺旋彈簧墊圈」。,"The installer reviews ""helical-spring washer"" before completing the joint.",安裝人員會在完成接頭前檢查「螺旋彈簧墊圈」。,Bonding Methods,4,0,
349,lock washer,/lɑk ˈwɑʃər/,防鬆墊圈,"The handbook uses ""lock washer"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「防鬆墊圈」。,"The installer reviews ""lock washer"" before completing the joint.",安裝人員會在完成接頭前檢查「防鬆墊圈」。,Bonding Methods,4,0,
350,foreign object debris,/ˈfɔrən ˈɑbʤɛkt dəˈbri/,外來物碎屑,"The handbook uses ""foreign object debris"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「外來物碎屑」。,"The installer reviews ""foreign object debris"" before completing the joint.",安裝人員會在完成接頭前檢查「外來物碎屑」。,Bonding Methods,4,0,
351,match-drilled hole,/mæʧ drɪld hoʊl/,配鑽孔,"The handbook uses ""match-drilled hole"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「配鑽孔」。,"The installer reviews ""match-drilled hole"" before completing the joint.",安裝人員會在完成接頭前檢查「配鑽孔」。,Bonding Methods,4,0,
352,countersinking,/ˈkaʊntərˌsɪŋkɪŋ/,埋頭孔加工,"The handbook uses ""countersinking"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「埋頭孔加工」。,"The installer reviews ""countersinking"" before completing the joint.",安裝人員會在完成接頭前檢查「埋頭孔加工」。,Bonding Methods,4,0,
353,dimpling,/ˈdɪmplɪŋ/,壓窩成形,"The handbook uses ""dimpling"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「壓窩成形」。,"The installer reviews ""dimpling"" before completing the joint.",安裝人員會在完成接頭前檢查「壓窩成形」。,Bonding Methods,4,0,
354,blind structural rivet,/blaɪnd ˈstrəkʧərəl ˈrɪvət/,盲孔結構鉚釘,"The handbook uses ""blind structural rivet"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「盲孔結構鉚釘」。,"The installer reviews ""blind structural rivet"" before completing the joint.",安裝人員會在完成接頭前檢查「盲孔結構鉚釘」。,Bonding Methods,4,0,
355,blind nonstructural rivet,/blaɪnd ˌnɑːnˈstrʌktʃərəl ˈrɪvət/,盲孔非結構鉚釘,"The handbook uses ""blind nonstructural rivet"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「盲孔非結構鉚釘」。,"The installer reviews ""blind nonstructural rivet"" before completing the joint.",安裝人員會在完成接頭前檢查「盲孔非結構鉚釘」。,Bonding Methods,4,0,
356,fabrication tolerance,/ˌfæbrɪˈkeɪʃən ˈtɑlərəns/,製造公差,"The handbook uses ""fabrication tolerance"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「製造公差」。,"The installer reviews ""fabrication tolerance"" before completing the joint.",安裝人員會在完成接頭前檢查「製造公差」。,Bonding Methods,4,0,
357,installation tolerance,/ˌɪnstəˈleɪʃən ˈtɑlərəns/,安裝公差,"The handbook uses ""installation tolerance"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「安裝公差」。,"The installer reviews ""installation tolerance"" before completing the joint.",安裝人員會在完成接頭前檢查「安裝公差」。,Bonding Methods,4,0,
358,round strap,/raʊnd stræp/,圓形接合帶,"The handbook uses ""round strap"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「圓形接合帶」。,"The installer reviews ""round strap"" before completing the joint.",安裝人員會在完成接頭前檢查「圓形接合帶」。,Bonding Methods,4,0,
359,flat strap,/flæt stræp/,扁平接合帶,"The handbook uses ""flat strap"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「扁平接合帶」。,"The installer reviews ""flat strap"" before completing the joint.",安裝人員會在完成接頭前檢查「扁平接合帶」。,Bonding Methods,4,0,
360,bond strap terminal,/bɑnd stræp ˈtərmənəl/,接合帶端子,"The handbook uses ""bond strap terminal"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「接合帶端子」。,"The installer reviews ""bond strap terminal"" before completing the joint.",安裝人員會在完成接頭前檢查「接合帶端子」。,Bonding Methods,4,0,
361,terminal stack,/ˈtərmənəl stæk/,端子堆疊,"The handbook uses ""terminal stack"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「端子堆疊」。,"The installer reviews ""terminal stack"" before completing the joint.",安裝人員會在完成接頭前檢查「端子堆疊」。,Bonding Methods,4,0,
362,galvanic compatibility,/gælˈvænɪk kəmˌpætəˈbɪləˌti/,電偶相容性,"The handbook uses ""galvanic compatibility"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「電偶相容性」。,"The installer reviews ""galvanic compatibility"" before completing the joint.",安裝人員會在完成接頭前檢查「電偶相容性」。,Bonding Methods,4,0,
363,Belleville washer,/bəlˈvɪl ˈwɑʃər/,碟形彈簧墊圈,"The handbook uses ""Belleville washer"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「碟形彈簧墊圈」。,"The installer reviews ""Belleville washer"" before completing the joint.",安裝人員會在完成接頭前檢查「碟形彈簧墊圈」。,Bonding Methods,4,0,
364,resonant frequency,/ˈrɛzənənt ˈfrikwənsi/,共振頻率,"The handbook uses ""resonant frequency"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「共振頻率」。,"The installer reviews ""resonant frequency"" before completing the joint.",安裝人員會在完成接頭前檢查「共振頻率」。,Bonding Methods,4,0,
365,adjacent part,/əˈʤeɪsənt pɑrt/,相鄰零件,"The handbook uses ""adjacent part"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「相鄰零件」。,"The installer reviews ""adjacent part"" before completing the joint.",安裝人員會在完成接頭前檢查「相鄰零件」。,Bonding Methods,4,0,
366,secure attachment,/sɪˈkjʊr əˈtæʧmənt/,牢固固定,"The handbook uses ""secure attachment"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「牢固固定」。,"The installer reviews ""secure attachment"" before completing the joint.",安裝人員會在完成接頭前檢查「牢固固定」。,Bonding Methods,4,0,
367,flexible connection,/ˈflɛksəbəl kəˈnɛkʃən/,可撓連接,"The handbook uses ""flexible connection"" when it explains how to assemble a reliable bond connection.",組裝可靠的接合連接時會考量「可撓連接」。,"The installer reviews ""flexible connection"" before completing the joint.",安裝人員會在完成接頭前檢查「可撓連接」。,Bonding Methods,4,0,
