id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
13,braided strap,/ˈbreɪdɪd stræp/ | https://youglish.com/pronounce/braided%20strap/english,編織帶,Each subsystem is connected to the busbar through a braided strap.,每個子系統透過編織帶連接至銅排。,A shorter braided strap usually gives lower inductance and better RF performance.,較短的編織帶通常有較低電感與較好的 RF 表現。,Conductive Materials / EMC Hardware,Intermediate,0,
14,tinned copper,/tɪnd ˈkɑːpər/ | https://youglish.com/pronounce/tinned%20copper/english,鍍錫銅,The braided strap is modeled as tinned copper in the weight estimate.,重量估算中將編織帶視為鍍錫銅。,Tinned copper can improve corrosion resistance compared with bare copper.,相較於裸銅，鍍錫銅可提升耐腐蝕性。,Conductive Materials / EMC Hardware,Intermediate,0,
20,solid copper equivalent,/ˈsɑːlɪd ˈkɑːpər ɪˈkwɪvələnt/ | https://youglish.com/pronounce/solid%20copper%20equivalent/english,銅實心等效,The braided strap weight is estimated using a solid copper equivalent.,編織帶重量使用銅實心等效方式估算。,The actual braided strap may be lighter because of gaps in the weave.,實際編織帶可能因編織空隙而較輕。,Conductive Materials / EMC Hardware,Advanced,0,
15,density,/ˈdensəti/ | https://youglish.com/pronounce/density/english,密度,Copper density is used to convert volume into weight.,銅密度用來將體積換算成重量。,The report uses stainless-steel density for the screw and washer calculation.,報告使用不鏽鋼密度來計算螺絲與墊片重量。,Material Properties / Estimation,Basic,0,
16,thickness,/ˈθɪknəs/ | https://youglish.com/pronounce/thickness/english,厚度,Copper foil thickness has a major impact on total weight.,銅箔厚度對總重量有很大影響。,The busbar thickness options are 1 millimeter and 2 millimeters.,銅排厚度選項為 1 毫米與 2 毫米。,Material Properties / Estimation,Basic,0,
5,material consumption,/məˈtɪriəl kənˈsʌmpʃən/ | https://youglish.com/pronounce/material%20consumption/english,材料用量；材料消耗,Material consumption should include a cutting allowance.,材料用量應包含裁切裕量。,The report summarizes material consumption for copper foil and busbars.,報告彙整了銅箔與銅排的材料用量。,Material Properties / Estimation,Intermediate,0,
3,weight estimate,/weɪt ˈestɪmət/ | https://youglish.com/pronounce/weight%20estimate/english,重量估算,"The weight estimate includes copper foil, busbars, screws, washers, and braided straps.",重量估算包含銅箔、銅排、螺絲、墊片與編織帶。,This weight estimate does not include adhesive or installation loss.,此重量估算不包含黏著劑或施工耗損。,Material Properties / Estimation,Basic,0,
4,installation configuration,/ˌɪnstəˈleɪʃən kənˌfɪɡjəˈreɪʃən/ | https://youglish.com/pronounce/installation%20configuration/english,安裝配置,The installation configuration affects both EMC performance and assembly effort.,安裝配置會同時影響 EMC 表現與組裝工時。,We compared two installation configurations for the A2 section.,我們比較了 A2 段的兩種安裝配置。,Mechanical Installation / Fasteners,Intermediate,0,
9,clearance hole,/ˈklɪrəns hoʊl/ | https://youglish.com/pronounce/clearance%20hole/english,間隙孔；通孔,The M5 clearance hole diameter is assumed to be 6 millimeters.,M5 間隙孔直徑假設為 6 毫米。,The copper area removed by each clearance hole is subtracted from the weight calculation.,每個間隙孔扣除的銅面積會從重量計算中扣除。,Mechanical Installation / Fasteners,Intermediate,0,
10,fastener,/ˈfæsənər/ | https://youglish.com/pronounce/fastener/english,固定件,Fastener weight is not negligible in the four-side busbar option.,在四周銅排方案中，固定件重量不可忽略。,Each fastener location uses one screw and one washer in this estimate.,本估算中每個固定點使用一顆螺絲與一片墊片。,Mechanical Installation / Fasteners,Basic,0,
11,washer,/ˈwɑːʃər/ | https://youglish.com/pronounce/washer/english,墊片,A washer is placed under each M5 screw.,每顆 M5 螺絲下方放置一片墊片。,The washer prevents local damage and helps distribute the clamping force.,墊片可避免局部損傷，並幫助分散夾持力。,Mechanical Installation / Fasteners,Basic,0,
12,hex-head screw,/ˈheks hed skruː/ | https://youglish.com/pronounce/hex-head%20screw/english,六角頭螺絲,The estimate uses an M5 by 15 millimeter stainless-steel hex-head screw.,估算採用 M5 × 15 毫米不鏽鋼六角頭螺絲。,The mass of each hex-head screw is approximated from its shaft and head geometry.,每顆六角頭螺絲的質量由桿身與頭部幾何近似估算。,Mechanical Installation / Fasteners,Intermediate,0,
19,hole spacing,/hoʊl ˈspeɪsɪŋ/ | https://youglish.com/pronounce/hole%20spacing/english,孔距,The hole spacing on the upper ring busbar is 200 millimeters.,上方環形銅排的孔距為 200 毫米。,Smaller hole spacing increases the number of fasteners.,較小的孔距會增加固定件數量。,Mechanical Installation / Fasteners,Intermediate,0,
25,support bracket,/səˈpɔːrt ˈbrækɪt/ | https://youglish.com/pronounce/support%20bracket/english,支架；支撐架,Support brackets are not included in this material weight estimate.,此材料重量估算未包含支架。,Additional support brackets may be needed for vibration robustness.,為提升振動強健性，可能需要額外支架。,Mechanical Installation / Fasteners,Intermediate,0,
33,threaded insert,/ˈθredɪd ˈɪnsɜːrt/ | https://youglish.com/pronounce/threaded%20insert/english,螺紋嵌件,The actual torque limit depends on the threaded insert and parent material.,實際扭矩上限取決於螺紋嵌件與母材。,A weak threaded insert may reduce allowable clamp load.,強度不足的螺紋嵌件可能降低允許夾持力。,Mechanical Installation / Fasteners,Advanced,0,
32,torque,/tɔːrk/ | https://youglish.com/pronounce/torque/english,扭矩,The M5 screw torque is suggested to be 4 to 6 newton-meters.,M5 螺絲扭矩建議為 4 到 6 牛頓米。,Final torque should be confirmed based on the insert and locking method.,最終扭矩應依螺紋嵌件與防鬆方式確認。,Mechanical Installation / Fasteners,Basic,0,
34,anti-loosening method,/ˌænti ˈluːsənɪŋ ˈmeθəd/ | https://youglish.com/pronounce/anti-loosening%20method/english,防鬆方式,The anti-loosening method must be selected before vibration testing.,防鬆方式必須在振動測試前選定。,"Thread locker, lock wire, or lock washers are possible anti-loosening methods.",螺絲膠、保險絲或防鬆墊片都是可能的防鬆方式。,Mechanical Installation / Fasteners,Advanced,0,
23,protective film,/prəˈtektɪv fɪlm/ | https://youglish.com/pronounce/protective%20film/english,保護膜,Protective film is not included in the current weight estimate.,目前重量估算未納入保護膜。,The protective film must not cover the required contact surfaces.,保護膜不可覆蓋必要的接觸面。,Manufacturing / Procurement,Basic,0,
24,adhesive,/ədˈhiːsɪv/ | https://youglish.com/pronounce/adhesive/english,黏著劑；膠,Adhesive weight is outside the current estimate boundary.,黏著劑重量不在目前估算邊界內。,The adhesive process must prevent copper foil edges from lifting.,黏著製程必須避免銅箔邊緣翹起。,Manufacturing / Procurement,Intermediate,0,
26,cutting allowance,/ˈkʌtɪŋ əˈlaʊəns/ | https://youglish.com/pronounce/cutting%20allowance/english,裁切裕量,A five to ten percent cutting allowance is recommended for procurement.,採購時建議預留 5–10% 的裁切裕量。,The final flight weight should not include unused cutting allowance.,最終飛行重量不應包含未使用的裁切裕量。,Manufacturing / Procurement,Intermediate,0,
27,procurement,/prəˈkjʊrmənt/ | https://youglish.com/pronounce/procurement/english,採購,Procurement should confirm copper foil availability before design freeze.,設計凍結前，採購應確認銅箔供應可行性。,The procurement quantity should include expected cutting loss.,採購數量應包含預期裁切損耗。,Manufacturing / Procurement,Intermediate,0,
28,overlap,/ˈoʊvərlæp/ | https://youglish.com/pronounce/overlap/english,搭接；重疊,Copper foil overlap should be planned near the panel edge.,銅箔搭接應規劃在板邊附近。,Poor overlap can increase contact resistance.,不良搭接可能增加接觸電阻。,Manufacturing / Procurement,Intermediate,0,
21,tolerance,/ˈtɑːlərəns/ | https://youglish.com/pronounce/tolerance/english,公差；容差,Installation tolerance must be considered before freezing the design.,設計凍結前必須考慮施工公差。,Large tolerance can affect hole alignment and assembly quality.,較大的公差可能影響孔位對準與組裝品質。,Manufacturing / Procurement,Intermediate,0,
22,surface treatment,/ˈsɜːrfɪs ˈtriːtmənt/ | https://youglish.com/pronounce/surface%20treatment/english,表面處理,Surface treatment must not insulate the bonding contact area.,表面處理不可使搭接接觸面變成絕緣。,"Copper, aluminum, and stainless steel may require different surface treatments.",銅、鋁與不鏽鋼可能需要不同的表面處理。,Manufacturing / Procurement,Intermediate,0,
29,rework,/ˌriːˈwɜːrk/ | https://youglish.com/pronounce/rework/english,重工；返工,The installation plan should leave enough space for rework.,安裝規劃應保留足夠的重工空間。,Rework may be required if the copper foil edge is damaged.,若銅箔邊緣受損，可能需要重工。,Manufacturing / Procurement,Basic,0,
30,edge lifting,/edʒ ˈlɪftɪŋ/ | https://youglish.com/pronounce/edge%20lifting/english,邊緣翹起,Edge lifting of copper foil should be avoided during installation.,施工時應避免銅箔邊緣翹起。,Edge lifting can create unreliable electrical contact.,邊緣翹起可能造成不可靠的電氣接觸。,Reliability / Failure Modes,Intermediate,0,
31,galvanic corrosion,/ɡælˈvænɪk kəˈroʊʒən/ | https://youglish.com/pronounce/galvanic%20corrosion/english,異種金屬腐蝕；電偶腐蝕,Galvanic corrosion should be evaluated at copper-to-aluminum interfaces.,銅與鋁的接觸界面應評估異種金屬腐蝕。,Improper surface treatment may accelerate galvanic corrosion.,不適當的表面處理可能加速異種金屬腐蝕。,Reliability / Failure Modes,Advanced,0,
38,impedance,/ɪmˈpiːdəns/,阻抗,The impedance must be controlled in high-speed avionics wiring.,高速航電線路中的阻抗必須被控制。,Cable impedance affects signal integrity and Electromagnetic Compatibility (EMC) performance.,電纜阻抗會影響訊號完整性與 Electromagnetic Compatibility (EMC) 表現。,EMC Behavior / Verification,4,1,2026/6/17
39,coupling,/ˈkʌp.lɪŋ/,耦合,Capacitive coupling may introduce noise into the receiver input.,電容耦合可能把雜訊導入接收器輸入端。,Reducing cable coupling is important for aircraft Electromagnetic Compatibility (EMC) design.,降低電纜耦合對飛機 Electromagnetic Compatibility (EMC) 設計很重要。,EMC Behavior / Verification,3,0,
