id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
11,final requirement,/ˈfaɪnəl rɪˈkwaɪərmənt/,最終需求；正式需求,The assumed values shall be confirmed in the final requirements.,假設值應在最終需求中確認。,The final requirement will be defined after consultant review.,最終需求將在顧問審查後定義。,Engineering Documentation / Assumptions,Intermediate,0,
12,subject to final confirmation,/ˈsʌbdʒekt tuː ˈfaɪnəl ˌkɑːnfərˈmeɪʃən/,待最終確認；需最終確認,The values are preliminary assumptions and subject to final confirmation.,這些數值為初步假設，仍待最終確認。,The bonding method is subject to final confirmation by the structural team.,搭接方法仍需由結構團隊做最終確認。,Engineering Documentation / Assumptions,Advanced,0,
13,on top of,/ɑːn tɑːp əv/,在……上方；在……之上,Copper busbars will be installed on top of the copper foil.,銅排將安裝在銅箔上方。,The bonding washer is placed on top of the conductive surface.,搭接墊片放置在導電表面上方。,Engineering Documentation / Assumptions,Basic,0,
14,copper busbar,/ˈkɑːpər ˈbʌsbɑːr/,銅排；銅匯流排,Copper busbars will be installed on top of the copper foil.,銅排將安裝在銅箔上方。,The subsystem chassis is bonded to the copper busbar.,子系統機殼與銅排進行搭接。,Materials / Conductive Hardware,Intermediate,0,
15,copper braided strap,/ˈkɑːpər ˈbreɪdɪd stræp/,銅編織帶；導電編織帶,Copper braided straps will be used to interconnect the panels and the avionics ring.,銅編織帶將用於互連面板與航電環。,A short copper braided strap reduces bonding inductance.,短的銅編織帶可以降低搭接電感。,Materials / Conductive Hardware,Intermediate,0,
16,aerospace-grade,/ˈeroʊspeɪs ɡreɪd/,航太等級的,We have identified aerospace-grade materials for the outer surface.,我們已找到可用於外表面的航太等級材料。,Aerospace-grade coatings are usually qualified for harsh environments.,航太等級塗層通常會通過嚴苛環境的驗證。,Materials / Conductive Hardware,Intermediate,0,
17,property,/ˈprɑːpərti/,特性；性質,The material has ESD protection properties.,該材料具有 ESD 保護特性。,Electrical conductivity is an important material property.,導電性是一項重要的材料特性。,Materials / Conductive Hardware,Basic,0,
18,subsystem,/ˈsʌbsɪstəm/,子系統,Each subsystem will be bonded to the local copper busbar.,每個子系統都會搭接到局部銅排。,"The avionics ring contains multiple power, RF, and control subsystems.",航電環包含多個電源、射頻與控制子系統。,Avionics / System Integration,Basic,0,
19,interconnect,/ˌɪntərkəˈnekt/,互相連接；互連,The copper busbars interconnect the composite panels and the avionics ring.,銅排將複合材料面板與航電環互相連接。,All bonding points should be interconnected with low impedance paths.,所有搭接點應以低阻抗路徑互連。,Avionics / System Integration,Intermediate,0,
20,system integration,/ˈsɪstəm ˌɪntɪˈɡreɪʃn/ | https://youglish.com/pronounce/system%20integration/english,系統整合,EMC problems often appear during system integration.,EMC 問題經常在系統整合階段出現。,The grounding condition changes after system integration on a non-conductive ring.,系統整合到不導電環上後，接地條件會改變。,Avionics / System Integration,Intermediate,0,
21,Electromagnetic Environmental Effects,/ɪˌlektroʊmæɡˈnetɪk ɪnˌvaɪrənˈmentl ɪˈfekts/ | https://youglish.com/pronounce/Electromagnetic%20Environmental%20Effects/english,電磁環境效應,MIL-STD-464 defines requirements for Electromagnetic Environmental Effects at the system level.,MIL-STD-464 定義系統層級電磁環境效應的要求。,"Lightning, ESD, RF exposure, and intra-system EMC are part of Electromagnetic Environmental Effects.",雷擊、ESD、RF 暴露與系統內 EMC 都屬於電磁環境效應的一部分。,EMC / E3 Planning,Advanced,0,
22,system-level EMC,/ˈsɪstəm ˈlevl ˌiː em ˈsiː/ | https://youglish.com/pronounce/system-level%20EMC/english,系統層級 EMC,System-level EMC can fail even if each electronic box passes MIL-STD-461.,即使每個電子盒都通過 MIL-STD-461，系統層級 EMC 仍可能失敗。,The consultant should review the system-level EMC risk after installation on the avionics ring.,顧問應審查航電環安裝後的系統層級 EMC 風險。,EMC / E3 Planning,Advanced,0,
23,E3 Control Plan,/ˌiː ˈθriː kənˈtroʊl plæn/ | https://youglish.com/pronounce/E3%20Control%20Plan/english,E3 控制計畫,The E3 Control Plan should include bonding resistance and shield continuity checks.,E3 控制計畫應包含搭接電阻與屏蔽連續性檢查。,Worst-case operation should be captured in the E3 Control Plan.,最壞情境操作應納入 E3 控制計畫。,EMC / E3 Planning,Advanced,0,
24,mission electromagnetic environment,/ˈmɪʃn ɪˌlektroʊmæɡˈnetɪk ɪnˈvaɪrənmənt/ | https://youglish.com/pronounce/mission%20electromagnetic%20environment/english,任務電磁環境,The avionics ring must operate safely in the mission electromagnetic environment.,航電環必須能在任務電磁環境中安全運作。,"RF transmitters, ground support equipment, and lightning effects all shape the mission electromagnetic environment.",RF 發射器、地面支援設備與雷擊效應都會形成任務電磁環境。,EMC / E3 Planning,Advanced,0,
25,intra-system EMC,/ˈɪntrə ˈsɪstəm ˌiː em ˈsiː/ | https://youglish.com/pronounce/intra-system%20EMC/english,系統內 EMC；系統內部相容性,Intra-system EMC checks whether one onboard subsystem interferes with another.,系統內 EMC 檢查一個機載子系統是否會干擾另一個子系統。,JetVane operation is a key intra-system EMC case for DAQ monitoring.,JetVane 動作是 DAQ 監測的重要系統內 EMC 情境。,EMC / E3 Planning,Advanced,0,
26,external RF EME,/ɪkˈstɜːrnl ˌɑːr ˈef ˌiː em ˈiː/ | https://youglish.com/pronounce/external%20RF%20EME/english,外部射頻電磁環境,External RF EME should be tailored to the launch and test environment.,外部 RF 電磁環境應依發射與測試環境裁剪。,The RF receiver must remain functional under the specified external RF EME.,RF 接收器必須在指定外部 RF 電磁環境下維持功能。,EMC / E3 Planning,Advanced,0,
27,impedance requirement,/ɪmˈpiːdəns rɪˈkwaɪərmənt/,阻抗要求,The impedance requirement should be confirmed before final design release.,阻抗要求應在最終設計發行前確認。,Each bonding interface may have a different impedance requirement.,每個搭接介面可能有不同的阻抗要求。,Verification / Requirements,Advanced,0,
28,acceptance value,/əkˈseptəns ˈvæljuː/,驗收值,The acceptance values in the table are preliminary assumptions.,表格中的驗收值為初步假設。,Each acceptance value should be confirmed by test requirements.,每個驗收值都應由測試需求確認。,Verification / Requirements,Intermediate,0,
29,control plan,/kənˈtroʊl plæn/ | https://youglish.com/pronounce/control%20plan/english,控制計畫,The control plan links design rules to inspection and test evidence.,控制計畫將設計規則連結到檢查與測試證據。,Bonding checks should be listed in the control plan.,搭接檢查應列入控制計畫。,Verification / Requirements,Intermediate,0,
30,acceptance record,/əkˈseptəns ˈrekərd/ | https://youglish.com/pronounce/acceptance%20record/english,驗收紀錄,Each bonding measurement should be stored as an acceptance record.,每項搭接量測都應保存為驗收紀錄。,The consultant may ask for the acceptance record before EMC testing.,顧問可能會在 EMC 測試前要求查看驗收紀錄。,Verification / Requirements,Intermediate,0,
31,verification record,/ˌverɪfɪˈkeɪʃn ˈrekərd/ | https://youglish.com/pronounce/verification%20record/english,驗證紀錄,A verification record should show the measured value and the acceptance limit.,驗證紀錄應顯示量測值與允收限制。,The verification record supports the final MIL-STD-464 compliance review.,驗證紀錄支援最終 MIL-STD-464 符合性審查。,Verification / Requirements,Intermediate,0,
32,source-victim matrix,/sɔːrs ˈvɪktɪm ˈmeɪtrɪks/ | https://youglish.com/pronounce/source-victim%20matrix/english,干擾源－受害者矩陣,A source-victim matrix helps identify which subsystem may disturb another subsystem.,干擾源－受害者矩陣可幫助識別哪個子系統可能干擾另一個子系統。,"The source-victim matrix should include JetVane, EPDS, RF modules, DAQ, and flight computers.",干擾源－受害者矩陣應包含 JetVane、EPDS、RF 模組、DAQ 與飛控電腦。,EMC Risk / Coupling Paths,Advanced,0,
33,victim,/ˈvɪktɪm/ | https://youglish.com/pronounce/victim/english,受害者；易受干擾設備,The DAQ module is a likely victim of actuator switching noise.,DAQ 模組很可能是致動器切換雜訊的受害者。,A victim should be monitored during each worst-case EMC test.,每個最壞情境 EMC 測試都應監測受害設備。,EMC Risk / Coupling Paths,Intermediate,0,
34,coupling path,/ˈkʌplɪŋ pæθ/ | https://youglish.com/pronounce/coupling%20path/english,耦合路徑,A long cable shield can become a coupling path for RF noise.,長距離線纜屏蔽層可能變成 RF 雜訊的耦合路徑。,The review should identify every major coupling path between noisy and sensitive subsystems.,審查應識別強干擾與敏感子系統之間的主要耦合路徑。,EMC Risk / Coupling Paths,Intermediate,0,
35,floating enclosure,/ˈfloʊtɪŋ ɪnˈkloʊʒər/ | https://youglish.com/pronounce/floating%20enclosure/english,浮接機殼,A floating enclosure may develop a different potential from nearby equipment.,浮接機殼可能與附近設備形成不同電位。,Floating enclosures can make the EMC result sensitive to cable placement.,浮接機殼會讓 EMC 結果容易受到線束擺放影響。,EMC Risk / Coupling Paths,Intermediate,0,
36,floating shield,/ˈfloʊtɪŋ ʃiːld/ | https://youglish.com/pronounce/floating%20shield/english,浮接屏蔽層,A floating shield may act like a long antenna instead of a shield.,浮接屏蔽層可能像長天線，而不是屏蔽。,The design must prevent the cable shield from becoming a floating shield.,設計必須避免線纜屏蔽層變成浮接屏蔽層。,EMC Risk / Coupling Paths,Intermediate,0,
37,parasitic capacitance,/ˌpærəˈsɪtɪk kəˈpæsɪtəns/ | https://youglish.com/pronounce/parasitic%20capacitance/english,寄生電容,Parasitic capacitance can couple actuator noise into a nearby sensor line.,寄生電容可能將致動器雜訊耦合到附近感測器線路。,A conductive reference surface helps control parasitic capacitance paths.,導電參考面有助於控制寄生電容路徑。,EMC Risk / Coupling Paths,Advanced,0,
38,common-mode current,/ˈkɑːmən moʊd ˈkɜːrənt/ | https://youglish.com/pronounce/common-mode%20current/english,共模電流,Common-mode current on a cable can increase radiated emissions.,線纜上的共模電流可能增加輻射發射。,Shield termination and filtering are used to control common-mode current.,屏蔽終端與濾波可用來控制共模電流。,EMC Risk / Coupling Paths,Advanced,0,
39,high di/dt,/haɪ ˌdiː aɪ oʊvər ˌdiː ˈtiː/ | https://youglish.com/pronounce/high%20di/dt/english,高電流變化率,High di/dt loads such as JetVane drivers require careful routing and filtering.,JetVane 驅動器等高 di/dt 負載需要謹慎走線與濾波。,The high di/dt current loop should be kept as small as possible.,高 di/dt 電流迴路應盡可能縮小。,Power / Transient / Protection,Advanced,0,
40,high dv/dt,/haɪ ˌdiː viː oʊvər ˌdiː ˈtiː/ | https://youglish.com/pronounce/high%20dv/dt/english,高電壓變化率,High dv/dt switching can capacitively couple noise into sensor wiring.,高 dv/dt 切換可能透過電容性耦合把雜訊導入感測器配線。,A shielded enclosure can reduce the effect of high dv/dt switching nodes.,屏蔽外殼可降低高 dv/dt 切換節點的影響。,Power / Transient / Protection,Advanced,0,
41,surge protection,/sɜːrdʒ prəˈtekʃn/ | https://youglish.com/pronounce/surge%20protection/english,突波保護,Surge protection is required at interfaces exposed to external transients.,暴露於外部瞬態的介面需要突波保護。,TVS devices are commonly used for surge protection on power and signal lines.,TVS 元件常用於電源與訊號線的突波保護。,Power / Transient / Protection,Intermediate,0,
42,load step,/loʊd step/ | https://youglish.com/pronounce/load%20step/english,負載階躍,A load step on the 48 V bus can disturb sensitive electronics.,48 V 匯流排上的負載階躍可能干擾敏感電子設備。,The EPDS transient test should include several load step conditions.,EPDS 瞬態測試應包含多種負載階躍條件。,Power / Transient / Protection,Intermediate,0,
43,precipitation static,/prɪˌsɪpɪˈteɪʃn ˈstætɪk/ | https://youglish.com/pronounce/precipitation%20static/english,降水靜電；P-static,Precipitation static can accumulate on non-conductive surfaces.,降水靜電可能累積在不導電表面上。,The avionics ring needs a controlled discharge path for precipitation static.,航電環需要為降水靜電提供可控洩放路徑。,ESD / P-static / Lightning,Advanced,0,
44,lightning indirect effects,/ˈlaɪtnɪŋ ˌɪndəˈrekt ɪˈfekts/ | https://youglish.com/pronounce/lightning%20indirect%20effects/english,雷擊間接效應,Lightning indirect effects can induce transient currents in long cables.,雷擊間接效應可能在長線纜中感應瞬態電流。,The bonding network should provide a bypass path for lightning indirect effects.,搭接網路應為雷擊間接效應提供旁路。,ESD / P-static / Lightning,Advanced,0,
45,cable-induced transient,/ˈkeɪbl ɪnˈduːst ˈtrænziənt/ | https://youglish.com/pronounce/cable-induced%20transient/english,線纜感應瞬態,A cable-induced transient may enter the avionics box through an external interface.,線纜感應瞬態可能透過外部介面進入航電盒。,Surge protection should be placed near the entry point to limit cable-induced transients.,突波保護應靠近進入點，以限制線纜感應瞬態。,ESD / P-static / Lightning,Advanced,0,
46,faying interface,/ˈfeɪɪŋ ˈɪntərfeɪs/ | https://youglish.com/pronounce/faying%20interface/english,貼合介面；搭接接觸面,The faying interface must be clean before the resistance measurement.,進行電阻量測前，貼合介面必須清潔。,Paint or adhesive contamination at the faying interface can increase resistance.,貼合介面的漆或膠污染可能增加電阻。,Assembly / Ground Reference,Advanced,0,
47,stitching,/ˈstɪtʃɪŋ/ | https://youglish.com/pronounce/stitching/english,多點縫合式連接；密集搭接點,More stitching points reduce the high-frequency impedance of the panel edge.,更多 stitching 點可降低板邊高頻阻抗。,RF-sensitive areas should use a shorter stitching interval.,RF 敏感區應使用較短的 stitching 間距。,Assembly / Ground Reference,Advanced,0,
48,edge frame,/edʒ freɪm/ | https://youglish.com/pronounce/edge%20frame/english,邊框；板邊導電框,The edge frame improves continuity around the composite panel.,邊框可改善複材板周圍的連續性。,A 360-degree edge frame is preferred for shield termination.,屏蔽終端優先採用 360 度邊框。,Assembly / Ground Reference,Intermediate,0,
49,central hub,/ˈsentrəl hʌb/ | https://youglish.com/pronounce/central%20hub/english,中央集線座；中央搭接匯集點,The central hub provides a low-impedance connection between the three panels.,中央 hub 提供三片板之間的低阻抗連接。,Sensitive electronics should not be mounted directly on the central hub.,敏感電子設備不應直接安裝在中央 hub 上。,Assembly / Ground Reference,Intermediate,0,
50,reference ring,/ˈrefrəns rɪŋ/ | https://youglish.com/pronounce/reference%20ring/english,參考環,The reference ring provides a continuous path around the avionics ring.,參考環在航電環周圍提供連續路徑。,Each panel should connect to the reference ring at multiple points.,每片板都應以多點連接到參考環。,Assembly / Ground Reference,Intermediate,0,
51,worst-case simultaneous operation,/wɜːrst keɪs ˌsaɪməlˈteɪniəs ˌɑːpəˈreɪʃn/ | https://youglish.com/pronounce/worst-case%20simultaneous%20operation/english,最壞情境同時操作,Worst-case simultaneous operation should include RF transmit and actuator motion.,最壞情境同時操作應包含 RF 發射與致動器動作。,The system must not lose critical data during worst-case simultaneous operation.,系統在最壞情境同時操作時不得遺失關鍵資料。,System Test / Failure Criteria,Advanced,0,
52,all-on worst case,/ɔːl ɑːn wɜːrst keɪs/ | https://youglish.com/pronounce/all-on%20worst%20case/english,全部開啟最壞情境,The all-on worst case verifies whether all noisy subsystems can operate together.,全部開啟最壞情境用來驗證所有高雜訊子系統是否能同時運作。,All-on worst case testing is useful before formal qualification.,全部開啟最壞情境測試適合在正式鑑定前執行。,System Test / Failure Criteria,Advanced,0,
53,quiet mode,/ˈkwaɪət moʊd/ | https://youglish.com/pronounce/quiet%20mode/english,低雜訊模式；安靜模式,Quiet mode establishes the baseline noise level of DAQ and navigation.,Quiet mode 用來建立 DAQ 與導航的基線雜訊。,The quiet mode result is compared with actuator and RF operating modes.,Quiet mode 結果會與致動器與 RF 操作模式比較。,System Test / Failure Criteria,Intermediate,0,
54,RF transmit mode,/ˌɑːr ˈef trænzˈmɪt moʊd/ | https://youglish.com/pronounce/RF%20transmit%20mode/english,RF 發射模式,RF transmit mode should use the maximum expected transmit power.,RF 發射模式應使用預期最大發射功率。,DAQ drift and receiver desense are monitored during RF transmit mode.,RF 發射模式期間需監測 DAQ 漂移與接收器 desense。,System Test / Failure Criteria,Intermediate,0,
55,actuator worst case,/ˈæktʃueɪtər wɜːrst keɪs/ | https://youglish.com/pronounce/actuator%20worst%20case/english,致動器最壞情境,The actuator worst case includes maximum JetVane motion and fast valve switching.,致動器最壞情境包含 JetVane 最大動作與閥門快速切換。,Power transients should be recorded during the actuator worst case.,致動器最壞情境期間應記錄電源瞬態。,System Test / Failure Criteria,Advanced,0,
56,operation mode,/ˌɑːpəˈreɪʃn moʊd/ | https://youglish.com/pronounce/operation%20mode/english,操作模式,Each operation mode should have a defined EMC observation item.,每個操作模式都應有定義好的 EMC 觀察項目。,Quiet mode and RF transmit mode are two important operation modes.,Quiet mode 與 RF transmit mode 是兩個重要操作模式。,System Test / Failure Criteria,Basic,0,
57,latched fault,/lætʃt fɔːlt/ | https://youglish.com/pronounce/latched%20fault/english,鎖存故障；保持型故障,No latched fault should occur after an ESD event.,ESD 事件後不得產生鎖存故障。,The event log should record any latched fault during the pre-scan.,事件紀錄應記錄預掃描期間的任何鎖存故障。,System Test / Failure Criteria,Advanced,0,
58,functional degradation,/ˈfʌŋkʃənl ˌdeɡrəˈdeɪʃn/ | https://youglish.com/pronounce/functional%20degradation/english,功能劣化；功能下降,The acceptance criteria should define allowable functional degradation.,驗收標準應定義允許的功能劣化程度。,Mission-critical functions should have no functional degradation during EMC testing.,任務關鍵功能在 EMC 測試期間不應有功能劣化。,System Test / Failure Criteria,Advanced,0,
59,noise floor,/nɔɪz flɔːr/ | https://youglish.com/pronounce/noise%20floor/english,雜訊底限；基線雜訊,The DAQ noise floor is measured before turning on the actuator.,啟動致動器前需量測 DAQ 的雜訊底限。,An increased noise floor may indicate coupling from a noisy subsystem.,雜訊底限升高可能代表受到高雜訊子系統耦合。,Measurement / Data Quality,Intermediate,0,
60,packet loss,/ˈpækɪt lɔːs/ | https://youglish.com/pronounce/packet%20loss/english,封包遺失,Packet loss must be monitored during RF and actuator tests.,RF 與致動器測試期間必須監測封包遺失。,A sudden increase in packet loss may indicate EMC susceptibility.,封包遺失突然增加可能表示 EMC 易受擾。,Measurement / Data Quality,Intermediate,0,
61,system emission map,/ˈsɪstəm ɪˈmɪʃn mæp/ | https://youglish.com/pronounce/system%20emission%20map/english,系統發射圖譜；系統發射地圖,A system emission map helps locate dominant radiated emission sources.,系統發射圖譜有助於定位主要輻射發射源。,The emission map should be updated after harness routing changes.,線束路徑變更後應更新發射圖譜。,Measurement / Data Quality,Advanced,0,
62,induced level,/ɪnˈduːst ˈlevl/ | https://youglish.com/pronounce/induced%20level/english,感應位準,The induced level on a cable may increase when the RF transmitter is active.,RF 發射器啟動時，線纜上的感應位準可能增加。,The induced level must stay below the equipment tolerance threshold.,感應位準必須低於設備容許門檻。,Measurement / Data Quality,Advanced,0,
63,desense,/diːˈsens/ | https://youglish.com/pronounce/desense/english,接收靈敏度降低；去敏感化,The S-band transmitter may cause desense in a nearby UHF receiver.,S-band 發射器可能造成附近 UHF 接收器靈敏度降低。,Receiver desense should be checked during maximum RF transmit power.,在最大 RF 發射功率時應檢查接收器 desense。,RF / Antenna Operations,Advanced,0,
64,receiver desense,/rɪˈsiːvər diːˈsens/ | https://youglish.com/pronounce/receiver%20desense/english,接收器去敏感化；接收器靈敏度下降,Receiver desense can occur when onboard noise enters the antenna path.,當機上雜訊進入天線路徑時，可能發生接收器靈敏度下降。,The RF test should monitor receiver desense and packet loss at the same time.,RF 測試應同時監測接收器 desense 與封包遺失。,RF / Antenna Operations,Advanced,0,
65,counterpoise,/ˈkaʊntərpɔɪz/ | https://youglish.com/pronounce/counterpoise/english,天線配重地；對應地平面,An antenna mounted on a composite surface may need a counterpoise.,安裝在複材表面的天線可能需要 counterpoise。,"Without a counterpoise, RF current may return through power or communication cables.",若沒有 counterpoise，RF 電流可能經由電源或通訊線回流。,RF / Antenna Operations,Advanced,0,
66,antenna port induced level,/ænˈtenə pɔːrt ɪnˈduːst ˈlevl/ | https://youglish.com/pronounce/antenna%20port%20induced%20level/english,天線埠感應位準,Antenna port induced level should be checked during RF compatibility testing.,RF 相容性測試時應檢查天線埠感應位準。,The receiver may be damaged if the antenna port induced level is too high.,若天線埠感應位準過高，接收器可能受損。,RF / Antenna Operations,Advanced,0,
67,RF transmit inhibit,/ˌɑːr ˈef trænzˈmɪt ɪnˈhɪbɪt/ | https://youglish.com/pronounce/RF%20transmit%20inhibit/english,RF 發射禁止；發射抑制,RF transmit inhibit may be required during sensitive ground operations.,敏感地面操作期間可能需要 RF 發射禁止。,The test procedure should verify the RF transmit inhibit function.,測試程序應驗證 RF 發射禁止功能。,RF / Antenna Operations,Advanced,0,
68,power level control,/ˈpaʊər ˈlevl kənˈtroʊl/ | https://youglish.com/pronounce/power%20level%20control/english,功率等級控制,Power level control can reduce RF risk during integration testing.,功率等級控制可降低整合測試期間的 RF 風險。,The RF module should support power level control if desense is observed.,若觀察到 desense，RF 模組應支援功率等級控制。,RF / Antenna Operations,Intermediate,0,
69,mission-critical,/ˈmɪʃn ˈkrɪtɪkl/ | https://youglish.com/pronounce/mission-critical/english,任務關鍵的,Flight control and navigation are mission-critical functions.,飛控與導航是任務關鍵功能。,Mission-critical data should be monitored during all EMC test scenarios.,所有 EMC 測試情境都應監測任務關鍵資料。,System Safety / Reliability,Intermediate,0,
70,safety-critical,/ˈseɪfti ˈkrɪtɪkl/ | https://youglish.com/pronounce/safety-critical/english,安全關鍵的,A safety-critical command must not be triggered by RF interference.,安全關鍵指令不得被 RF 干擾誤觸發。,Safety-critical functions require clear pass-fail criteria.,安全關鍵功能需要明確的通過/失敗判準。,System Safety / Reliability,Intermediate,0,
