id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
18,uniform,/ˈjuːnɪfɔːrm/,均勻的；一致的,The bonding network should have uniform low impedance.,搭接網路應具有均勻的低阻抗。,A uniform reference helps reduce unexpected current paths.,一致的參考面有助於降低非預期電流路徑。,Design Requirement,3,0,
19,dedicated return,/ˈdedɪkeɪtɪd rɪˈtɜːrn/,專用回流線；專用回流路徑,The 28 V supply should use a dedicated return conductor.,28 V 電源應使用專用回流導體。,A dedicated return keeps load current out of the reference ring.,專用回流可避免負載電流流入參考環。,Power / EMC,4,0,
22,backbone,/ˈbækboʊn/,主幹；骨幹路徑,A metal cable tray can serve as the bonding backbone.,金屬線槽可作為搭接主幹。,The backbone should follow the main cable route.,主幹路徑應沿著主要電纜路徑配置。,EMC / Architecture,3,0,
23,cable tray,/ˈkeɪbəl treɪ/,電纜托盤；線槽,A metal cable tray can provide a controlled return path.,金屬電纜托盤可提供受控回流路徑。,The cable tray should be connected to both reference rings.,電纜托盤應連接到兩個參考環。,Cable Routing,3,0,
24,conduit,/ˈkɑːnduɪt/,導管；線管,A metal conduit can improve shielding along the cable route.,金屬導管可改善電纜路徑上的屏蔽效果。,The conduit must be electrically connected at both ends.,導管兩端必須做電氣連接。,Cable Routing,3,0,
26,parallel path,/ˈpærəlel pæθ/,並聯路徑,Multiple parallel paths reduce the impedance between A1 and A4.,多條並聯路徑可降低 A1 與 A4 之間的阻抗。,A single path is less robust than several parallel paths.,單一路徑不如多條並聯路徑可靠。,EMC / Architecture,3,0,
27,local chassis,/ˈloʊkəl ˈʃæsi/,局部機殼；本地底盤,The shield should terminate to the local chassis.,屏蔽層應端接到局部機殼。,Local chassis bonding reduces cable shield current loops.,局部機殼搭接可降低電纜屏蔽層電流迴路。,EMC / Hardware,3,0,
29,fault protection,/fɔːlt prəˈtekʃən/,故障保護,Fault protection prevents overheating during a short circuit.,故障保護可避免短路時過熱。,Bonding for fault protection is different from RF bonding.,故障保護用搭接與 RF 搭接不同。,Safety / Power,3,0,
30,overload current,/ˈoʊvərloʊd ˈkɜːrənt/,過載電流,The path should survive the specified overload current.,該路徑應能承受規定的過載電流。,Overload current may heat a narrow conductor quickly.,過載電流可能快速加熱狹窄導體。,Safety / Power,4,0,
31,current-carrying capability,/ˈkɜːrənt ˈkæriɪŋ ˌkeɪpəˈbɪləti/,載流能力,The current-carrying capability of the bonding path must be verified.,必須驗證搭接路徑的載流能力。,A wide conductor has better current-carrying capability.,較寬的導體具有較好的載流能力。,Verification / Power,4,0,
33,return loop,/rɪˈtɜːrn luːp/,回流迴路,The cable and reference path should form a small return loop.,電纜與參考路徑應形成小的回流迴路。,A large return loop can radiate more noise.,大型回流迴路可能輻射更多雜訊。,EMC / Layout,4,0,
34,loop area,/luːp ˈeriə/,迴路面積,Reducing loop area lowers magnetic coupling.,降低迴路面積可減少磁場耦合。,Keep the bonding path close to the harness to minimize loop area.,讓搭接路徑靠近線束，以最小化迴路面積。,EMC / Layout,4,0,
35,termination strategy,/ˌtɜːrmɪˈneɪʃən ˈstrætədʒi/,端接策略,The shield termination strategy depends on the signal type.,屏蔽端接策略取決於訊號類型。,A clear termination strategy is required before harness design.,線束設計前需要明確的端接策略。,EMC / Cable Design,4,0,
36,controlled interconnection,/kənˈtroʊld ˌɪntərkəˈnekʃən/,受控互連,A1 and A4 need a controlled interconnection between reference rings.,A1 與 A4 的參考環之間需要受控互連。,Controlled interconnection prevents accidental current paths.,受控互連可避免非預期電流路徑。,EMC / Architecture,4,0,
37,end-to-end resistance,/end tuː end rɪˈzɪstəns/,端到端電阻,Measure the end-to-end resistance from the A1 ring to the A4 ring.,量測 A1 參考環到 A4 參考環的端到端電阻。,End-to-end resistance is different from single-joint resistance.,端到端電阻不同於單一接合點電阻。,Verification,3,0,
38,DC resistance,/ˌdiː ˈsiː rɪˈzɪstəns/,直流電阻,DC resistance alone does not prove good RF performance.,僅有直流電阻無法證明良好的 RF 性能。,Use a four-wire meter for low DC resistance measurements.,使用四線式電表量測低直流電阻。,Verification,3,0,
40,surface conductivity,/ˈsɜːrfɪs ˌkɑːndʌkˈtɪvəti/,表面導電性,Surface conductivity must be verified on the coated composite panel.,必須驗證塗層複材板的表面導電性。,Poor surface conductivity can create local charge buildup.,表面導電性不佳會造成局部電荷累積。,Material / ESD,4,0,
41,conductive coating,/kənˈdʌktɪv ˈkoʊtɪŋ/,導電塗層,The conductive coating must not be left floating.,導電塗層不能處於浮接狀態。,Conductive coating can help control static charge on a composite surface.,導電塗層可協助控制複材表面的靜電荷。,Material / ESD,3,0,
42,floating conductor,/ˈfloʊtɪŋ kənˈdʌktər/,浮接導體,A floating conductor can behave like an unintended antenna.,浮接導體可能像非預期天線一樣作用。,Copper pieces on the panel should not become floating conductors.,板上的銅片不應變成浮接導體。,EMC / Risk,4,0,
43,re-radiator,/ˌriːˈreɪdieɪtər/,再輻射體；二次輻射源,An isolated metal plate may become a re-radiator.,孤立金屬板可能變成再輻射體。,Bonding the panel reduces the chance of re-radiation.,將板件搭接可降低再輻射的機會。,EMC / Risk,4,0,
44,metallized layer,/ˈmetəlaɪzd ˈleɪər/,金屬化層,The metallized layer should connect to the reference ring.,金屬化層應連接到參考環。,A metallized layer can improve shielding if it is properly terminated.,若端接正確，金屬化層可改善屏蔽效果。,Material / EMC,4,0,
45,radial bus,/ˈreɪdiəl bʌs/,徑向匯流路徑；徑向母線,A radial bus connects the center hub to the reference ring.,徑向母線將中心集線點連到參考環。,Three radial buses can match the 120-degree panel layout.,三條徑向母線可配合 120 度的板件配置。,EMC / Architecture,3,0,
46,chassis reference,/ˈʃæsi ˈrefərəns/,機殼參考點；底盤參考,The chassis reference should be defined before cable routing.,在電纜佈線前應先定義機殼參考點。,A stable chassis reference improves EMI repeatability.,穩定的機殼參考可改善 EMI 測試重複性。,EMC / Architecture,3,0,
47,lightning indirect effect,/ˈlaɪtnɪŋ ˌɪndəˈrekt ɪˈfekt/,雷擊間接效應,Lightning indirect effects can couple into long cables.,雷擊間接效應可能耦合到長電纜中。,"Reference rings help control some lightning indirect effects, but they are not enough alone.",參考環有助於控制部分雷擊間接效應，但單靠它們並不足夠。,System E3,4,0,
