id,word,pronunciation,chinese_meaning,example_1_en,example_1_zh,example_2_en,example_2_zh,category,difficulty,review_count,last_review_date
254,test lead,/test liːd/,測試導線,A test lead is a conductor that connects the meter to the bond.,測試導線是連接儀表與接合處的導體。,A short test lead is useful for reducing measurement error.,較短的測試導線有助於降低量測誤差。,Design Review,3,0,
255,bond resistance limit,/bɑːnd rɪˈzɪstəns ˈlɪmɪt/,接合電阻限值,A bond resistance limit is the maximum acceptable measured resistance.,接合電阻限值是可接受量測電阻的最大值。,The bond resistance limit is selected for the applicable bond class.,接合電阻限值會依適用的接合分類選定。,Design Review,4,0,
256,compliance evidence,/kəmˈplaɪəns ˈevɪdəns/,符合性證據,Compliance evidence is information that demonstrates a requirement is satisfied.,符合性證據是證明需求已滿足的資訊。,Recorded test data is retained as compliance evidence.,已記錄的測試資料會保留作為符合性證據。,Design Review,4,0,
277,checklist item,/ˈtʃeklɪst ˈaɪtəm/,檢查表項目,A checklist item is a single design or verification question that requires review.,檢查表項目是需要審查的單一設計或驗證問題。,Each checklist item is closed before the bonding design is released.,接合設計發布前，每個檢查表項目都會完成確認。,Design Review,3,0,
278,corrective action,/kəˈrektɪv ˈækʃən/,矯正措施,A corrective action is a change that resolves an identified bonding problem.,矯正措施是解決已識別接合問題的變更。,A corrective action is recorded when inspection finds an unacceptable bond.,檢驗發現不合格接合時會記錄矯正措施。,Design Review,4,0,
455,designated bond area,/ˈdɛzɪgˌneɪtɪd bɑnd ˈɛriə/,指定接合區域,"The checklist reviewer examines ""designated bond area"" before the bonding design is accepted.",接合設計獲得接受前會檢查「指定接合區域」。,"The reviewer records the result for ""designated bond area"" during the checklist review.",審查人員會在檢查表審查期間記錄「指定接合區域」。,Bonding Checklist,4,0,
456,clean mating surface,/klin ˈmeɪtɪŋ ˈsərfəs/,清潔的配合面,"The checklist reviewer examines ""clean mating surface"" before the bonding design is accepted.",接合設計獲得接受前會檢查「清潔的配合面」。,"The reviewer records the result for ""clean mating surface"" during the checklist review.",審查人員會在檢查表審查期間記錄「清潔的配合面」。,Bonding Checklist,4,0,
457,oil-free surface,/ɔɪl fri ˈsərfəs/,無油表面,"The checklist reviewer examines ""oil-free surface"" before the bonding design is accepted.",接合設計獲得接受前會檢查「無油表面」。,"The reviewer records the result for ""oil-free surface"" during the checklist review.",審查人員會在檢查表審查期間記錄「無油表面」。,Bonding Checklist,4,0,
458,oxide-free surface,/ˈɑkˌsaɪd fri ˈsərfəs/,無氧化物表面,"The checklist reviewer examines ""oxide-free surface"" before the bonding design is accepted.",接合設計獲得接受前會檢查「無氧化物表面」。,"The reviewer records the result for ""oxide-free surface"" during the checklist review.",審查人員會在檢查表審查期間記錄「無氧化物表面」。,Bonding Checklist,4,0,
459,corrosive agent,/kərˈoʊsɪv ˈeɪʤənt/,腐蝕性介質,"The checklist reviewer examines ""corrosive agent"" before the bonding design is accepted.",接合設計獲得接受前會檢查「腐蝕性介質」。,"The reviewer records the result for ""corrosive agent"" during the checklist review.",審查人員會在檢查表審查期間記錄「腐蝕性介質」。,Bonding Checklist,4,0,
460,electrolytic path,/ˌɪˌlɛktrəˈlɪtɪk pæθ/,電解路徑,"The checklist reviewer examines ""electrolytic path"" before the bonding design is accepted.",接合設計獲得接受前會檢查「電解路徑」。,"The reviewer records the result for ""electrolytic path"" during the checklist review.",審查人員會在檢查表審查期間記錄「電解路徑」。,Bonding Checklist,4,0,
461,solid contaminant,/ˈsɑləd kənˈtæmənənt/,固體污染物,"The checklist reviewer examines ""solid contaminant"" before the bonding design is accepted.",接合設計獲得接受前會檢查「固體污染物」。,"The reviewer records the result for ""solid contaminant"" during the checklist review.",審查人員會在檢查表審查期間記錄「固體污染物」。,Bonding Checklist,4,0,
462,low-resistance interface,/loʊ rɪˈzɪstəns ˈɪnərˌfeɪs/,低電阻介面,"The checklist reviewer examines ""low-resistance interface"" before the bonding design is accepted.",接合設計獲得接受前會檢查「低電阻介面」。,"The reviewer records the result for ""low-resistance interface"" during the checklist review.",審查人員會在檢查表審查期間記錄「低電阻介面」。,Bonding Checklist,4,0,
463,finish restoration,/ˈfɪnɪʃ ˌrɛstərˈeɪʃən/,表面處理復原,"The checklist reviewer examines ""finish restoration"" before the bonding design is accepted.",接合設計獲得接受前會檢查「表面處理復原」。,"The reviewer records the result for ""finish restoration"" during the checklist review.",審查人員會在檢查表審查期間記錄「表面處理復原」。,Bonding Checklist,4,0,
464,compatible material,/kəmˈpætəbəl məˈtɪriəl/,相容材料,"The checklist reviewer examines ""compatible material"" before the bonding design is accepted.",接合設計獲得接受前會檢查「相容材料」。,"The reviewer records the result for ""compatible material"" during the checklist review.",審查人員會在檢查表審查期間記錄「相容材料」。,Bonding Checklist,4,0,
465,high-current capability,/haɪ ˈkɑrənt ˌkeɪpəˈbɪləti/,高電流承載能力,"The checklist reviewer examines ""high-current capability"" before the bonding design is accepted.",接合設計獲得接受前會檢查「高電流承載能力」。,"The reviewer records the result for ""high-current capability"" during the checklist review.",審查人員會在檢查表審查期間記錄「高電流承載能力」。,Bonding Checklist,4,0,
466,hostile environment,/ˈhɑstəl ɪnˈvaɪrənmənt/,惡劣環境,"The checklist reviewer examines ""hostile environment"" before the bonding design is accepted.",接合設計獲得接受前會檢查「惡劣環境」。,"The reviewer records the result for ""hostile environment"" during the checklist review.",審查人員會在檢查表審查期間記錄「惡劣環境」。,Bonding Checklist,4,0,
467,accessible location,/ækˈsɛsəbəl loʊˈkeɪʃən/,可接近位置,"The checklist reviewer examines ""accessible location"" before the bonding design is accepted.",接合設計獲得接受前會檢查「可接近位置」。,"The reviewer records the result for ""accessible location"" during the checklist review.",審查人員會在檢查表審查期間記錄「可接近位置」。,Bonding Checklist,4,0,
468,replacement access,/rɪˈpleɪsmənt ˈækˌsɛs/,更換作業空間,"The checklist reviewer examines ""replacement access"" before the bonding design is accepted.",接合設計獲得接受前會檢查「更換作業空間」。,"The reviewer records the result for ""replacement access"" during the checklist review.",審查人員會在檢查表審查期間記錄「更換作業空間」。,Bonding Checklist,4,0,
469,direct joining,/dɪˈrɛkt ˈʤɔɪnɪŋ/,直接連接,"The checklist reviewer examines ""direct joining"" before the bonding design is accepted.",接合設計獲得接受前會檢查「直接連接」。,"The reviewer records the result for ""direct joining"" during the checklist review.",審查人員會在檢查表審查期間記錄「直接連接」。,Bonding Checklist,4,0,
470,strap sizing,/stræp ˈsaɪzɪŋ/,接合帶尺寸選定,"The checklist reviewer examines ""strap sizing"" before the bonding design is accepted.",接合設計獲得接受前會檢查「接合帶尺寸選定」。,"The reviewer records the result for ""strap sizing"" during the checklist review.",審查人員會在檢查表審查期間記錄「接合帶尺寸選定」。,Bonding Checklist,4,0,
471,conductive clamp,/kənˈdəktɪv klæmp/,導電夾具,"The checklist reviewer examines ""conductive clamp"" before the bonding design is accepted.",接合設計獲得接受前會檢查「導電夾具」。,"The reviewer records the result for ""conductive clamp"" during the checklist review.",審查人員會在檢查表審查期間記錄「導電夾具」。,Bonding Checklist,4,0,
472,clamp tang,/klæmp tɑŋ/,夾具耳片,"The checklist reviewer examines ""clamp tang"" before the bonding design is accepted.",接合設計獲得接受前會檢查「夾具耳片」。,"The reviewer records the result for ""clamp tang"" during the checklist review.",審查人員會在檢查表審查期間記錄「夾具耳片」。,Bonding Checklist,4,0,
473,movement allowance,/ˈmuvmənt əˈlaʊəns/,位移裕度,"The checklist reviewer examines ""movement allowance"" before the bonding design is accepted.",接合設計獲得接受前會檢查「位移裕度」。,"The reviewer records the result for ""movement allowance"" during the checklist review.",審查人員會在檢查表審查期間記錄「位移裕度」。,Bonding Checklist,4,0,
474,adjacent finish,/əˈʤeɪsənt ˈfɪnɪʃ/,鄰近表面處理,"The checklist reviewer examines ""adjacent finish"" before the bonding design is accepted.",接合設計獲得接受前會檢查「鄰近表面處理」。,"The reviewer records the result for ""adjacent finish"" during the checklist review.",審查人員會在檢查表審查期間記錄「鄰近表面處理」。,Bonding Checklist,4,0,
475,drawing designation,/drɔɪŋ ˌdɛzɪgˈneɪʃən/,圖面標示,"The checklist reviewer examines ""drawing designation"" before the bonding design is accepted.",接合設計獲得接受前會檢查「圖面標示」。,"The reviewer records the result for ""drawing designation"" during the checklist review.",審查人員會在檢查表審查期間記錄「圖面標示」。,Bonding Checklist,4,0,
476,inspection criterion,/ˌɪnˈspɛkʃən kraɪˈtɪriən/,檢查準則,"The checklist reviewer examines ""inspection criterion"" before the bonding design is accepted.",接合設計獲得接受前會檢查「檢查準則」。,"The reviewer records the result for ""inspection criterion"" during the checklist review.",審查人員會在檢查表審查期間記錄「檢查準則」。,Bonding Checklist,4,0,
477,acceptance criterion,/əkˈsɛptəns kraɪˈtɪriən/,驗收準則,"The checklist reviewer examines ""acceptance criterion"" before the bonding design is accepted.",接合設計獲得接受前會檢查「驗收準則」。,"The reviewer records the result for ""acceptance criterion"" during the checklist review.",審查人員會在檢查表審查期間記錄「驗收準則」。,Bonding Checklist,4,0,
478,nonconformance,/ˌnɑːnkənˈfɔːrməns/,不符合事項,"The checklist reviewer examines ""nonconformance"" before the bonding design is accepted.",接合設計獲得接受前會檢查「不符合事項」。,"The reviewer records the result for ""nonconformance"" during the checklist review.",審查人員會在檢查表審查期間記錄「不符合事項」。,Bonding Checklist,4,0,
479,inspection finding,/ˌɪnˈspɛkʃən ˈfaɪndɪŋ/,檢查發現事項,"The checklist reviewer examines ""inspection finding"" before the bonding design is accepted.",接合設計獲得接受前會檢查「檢查發現事項」。,"The reviewer records the result for ""inspection finding"" during the checklist review.",審查人員會在檢查表審查期間記錄「檢查發現事項」。,Bonding Checklist,4,0,
480,process control,/ˈprɔˌsɛs kənˈtroʊl/,製程管制,"The checklist reviewer examines ""process control"" before the bonding design is accepted.",接合設計獲得接受前會檢查「製程管制」。,"The reviewer records the result for ""process control"" during the checklist review.",審查人員會在檢查表審查期間記錄「製程管制」。,Bonding Checklist,4,0,
481,bond integrity,/bɑnd ˌɪnˈtɛgrəti/,接合完整性,"The checklist reviewer examines ""bond integrity"" before the bonding design is accepted.",接合設計獲得接受前會檢查「接合完整性」。,"The reviewer records the result for ""bond integrity"" during the checklist review.",審查人員會在檢查表審查期間記錄「接合完整性」。,Bonding Checklist,4,0,
482,checklist closure,/ˈʧɛˌklɪst ˈkloʊʒər/,檢查表結案,"The checklist reviewer examines ""checklist closure"" before the bonding design is accepted.",接合設計獲得接受前會檢查「檢查表結案」。,"The reviewer records the result for ""checklist closure"" during the checklist review.",審查人員會在檢查表審查期間記錄「檢查表結案」。,Bonding Checklist,4,0,
