sentence_key,source_file,source_id,word,example_number,example_en,tense_name_zh,formula,highlights_json,confidence,reviewed_at
e1359a306731dd1e6b88ee22bccef10789c8c0904f89f765370c9272fbc11048,EMC航電詞彙整合1.csv,31,bonding hub,2,The consultant should review whether a bonding hub is appropriate.,特殊句型/需確認,S + modal + V1,"[""should review""]",0.98,2026-07-26
102c756ce112170334ac474fda991864a9352fae62c8445156f31e3eb87a926a,EMC航電詞彙整合1.csv,40,Faraday cage,1,A true Faraday cage requires a continuous conductive enclosure.,現在簡單式,S + V1 / V-s(es),"[""requires""]",0.97,2026-07-26
c2459d71936840d3ea0ddc26f5486a255ff6d2703479aa7a4c406a08da0d36e1,EMC航電詞彙整合1.csv,40,Faraday cage,2,We need to ask whether a full Faraday cage is required.,現在簡單式,S + am / is / are + complement,"[""is""]",0.97,2026-07-26
3fa76c522406e09499b05c8a462f37f84f94f2db220173a108cffeee720174ca,EMC航電詞彙整合1.csv,57,chassis ground,1,Chassis ground is used as a bonding reference.,現在簡單式,S + am / is / are + past participle,"[""is used""]",0.97,2026-07-26
8e7ac1581f663c9cd9683187347d59a28b6622728e2db7d1ba3c7bd6cb0029ed,EMC航電詞彙整合1.csv,57,chassis ground,2,"In our design, there is no natural chassis ground.",現在簡單式,S + am / is / are + complement,"[""is""]",0.97,2026-07-26
e03a608cf84f2c6b8e8c3a0dbbfb06fb239c50e229a26b2b6f7a6d2bfeeab406,EMC航電詞彙整合1.csv,13,conductive chassis,1,The avionics ring does not have a conductive chassis.,現在簡單式,S + do / does not + V1,"[""does not have""]",0.97,2026-07-26
368aab7e7318fe027ea3033dddfe3a600eea1ba907da2eda8bbb01b2aa713bbe,EMC航電詞彙整合1.csv,13,conductive chassis,2,"Without a conductive chassis, shield termination becomes more difficult.",現在簡單式,S + V1 / V-s(es),"[""becomes""]",0.97,2026-07-26
87dece6fb7013985a78b228f6defe94a8f80b3a016b811f62922de6ad2fe15a3,EMC航電詞彙整合1.csv,21,non-conductive,1,The avionics ring is made of non-conductive composite material.,現在簡單式,S + am / is / are + past participle,"[""is made""]",0.97,2026-07-26
9602131ac44f4df9f6e154b6e86e6ceb37e4b573048c5cafee66a012f6449579,EMC航電詞彙整合1.csv,21,non-conductive,2,Non-conductive structures require additional bonding design.,現在簡單式,S + V1 / V-s(es),"[""require""]",0.97,2026-07-26
b966a18ccf45f16baf4944aa56d220603404a47c7f6186fce64d0caf8d2032aa,EMC航電詞彙整合1.csv,22,composite material,1,Composite material is lightweight but may not provide conductivity.,特殊句型/需確認,S + modal + V1,"[""may not provide""]",0.98,2026-07-26
1d54f0ce4bcd1a6257491c496ce21c2b49008c0a97bd0ee694956e38f7e129be,EMC航電詞彙整合1.csv,22,composite material,2,The grounding design must consider the composite material interface.,特殊句型/需確認,S + modal + V1,"[""must consider""]",0.98,2026-07-26
c751198467a51038e10c4b52dd1396f7974ec3988e20f368a7174e751bf1af4b,EMC航電詞彙整合1.csv,24,mounting panel,1,The subsystems are mounted on vertical composite mounting panels.,現在簡單式,S + am / is / are + past participle,"[""are mounted""]",0.97,2026-07-26
e6075d3e01636a9010608eccd5e1e1d691aae711871a497d2c0c400e28cea1d3,EMC航電詞彙整合1.csv,24,mounting panel,2,Each mounting panel may need a local ground plane.,特殊句型/需確認,S + modal + V1,"[""may need""]",0.98,2026-07-26
e43e5a136ad4725a2eb0e2ce42b97b193563a562b273c7d5d4b5abcd842f7a46,EMC航電詞彙整合1.csv,26,metallic liner,1,A metallic liner can improve shielding effectiveness.,特殊句型/需確認,S + modal + V1,"[""can improve shielding""]",0.98,2026-07-26
ee1e52e7565f3122e252d4a085df32fe456459594e19030e3e9d565dd9797168,EMC航電詞彙整合1.csv,26,metallic liner,2,We need to ask whether a metallic liner is necessary.,現在簡單式,S + am / is / are + complement,"[""is""]",0.97,2026-07-26
050d59168960dbfe574c857093fcb6888cb2ff8699d373d029da2100ef302e20,EMC航電詞彙整合1.csv,27,conductive foil,1,Conductive foil may be applied to the composite panel.,特殊句型/需確認,S + modal + be + past participle,"[""may be applied""]",0.98,2026-07-26
e5097c6ccef0a3a4f911035e04556f5803071768dcb2a2f226417523f7cd1590,EMC航電詞彙整合1.csv,27,conductive foil,2,The seams of conductive foil must be electrically continuous.,特殊句型/需確認,S + modal + V1,"[""must be electrically""]",0.98,2026-07-26
6c218d9dcc4e578e37be84c7f5f4b229b7ce1be3ceffa378b9f2c5fd91154cfb,EMC航電詞彙整合1.csv,28,copper foil,1,Copper foil can create a local shielding surface.,特殊句型/需確認,S + modal + V1,"[""can create""]",0.98,2026-07-26
744e113e2ee6a5859d8e9211adc4d7b0b042161937761fac8e1d3816a4545748,EMC航電詞彙整合1.csv,28,copper foil,2,Copper foil must be bonded to the main grounding network.,特殊句型/需確認,S + modal + be + past participle,"[""must be bonded""]",0.98,2026-07-26
862161c2b60da22eb405ae3b141761bd18510143e807dafb3c9feffdc89b1508,EMC航電詞彙整合1.csv,29,copper bar,1,A copper bar can serve as a low-impedance bonding bus.,特殊句型/需確認,S + modal + V1,"[""can serve""]",0.98,2026-07-26
7a2c85c359f9c8be5be99615a7455e72883980cc1255007b53273d514ab10b4f,EMC航電詞彙整合1.csv,29,copper bar,2,Subsystem enclosures can be bonded to the copper bar.,特殊句型/需確認,S + modal + be + past participle,"[""can be bonded""]",0.98,2026-07-26
8be69003008dd4619449c075a57b2859849f3f93b44e1ee2445734f418ac1659,EMC航電詞彙整合1.csv,32,conductive mesh,1,Conductive mesh can be embedded in composite structures.,特殊句型/需確認,S + modal + be + past participle,"[""can be embedded""]",0.98,2026-07-26
a1a63cb740da38c180d33428b55a56c9a67c8ced1994e85ffea8eab9ddac839d,EMC航電詞彙整合1.csv,32,conductive mesh,2,Conductive mesh improves shielding continuity.,現在簡單式,S + V1 / V-s(es),"[""improves""]",0.97,2026-07-26
dc58f4a255985d9b077a2d4d3beccd18a19b2a80f7dc3fe8b723e564699da83e,EMC航電詞彙整合1.csv,33,conductive tape,1,Conductive tape may be used to bridge seams.,特殊句型/需確認,S + modal + be + past participle,"[""may be used to bridge""]",0.98,2026-07-26
3b5dcc1a76847db77d9935ec6fde93748e26606c701e4b3cbf41eab5e28d21eb,EMC航電詞彙整合1.csv,33,conductive tape,2,The adhesive must maintain electrical conductivity.,特殊句型/需確認,S + modal + V1,"[""must maintain""]",0.98,2026-07-26
8bc3d19bcb73cf6b6336d6ebb9f9bee2a00a75acb3ca128575c801a02fc36efd,EMC航電詞彙整合1.csv,34,seam,1,Gaps and seams can reduce shielding effectiveness.,特殊句型/需確認,S + modal + V1,"[""can reduce shielding""]",0.98,2026-07-26
3bc25f1d26605eb5b7c0f09f2de0e4d0018ce89cfc0ccd5ee2ae99aed6a6444d,EMC航電詞彙整合1.csv,34,seam,2,Each seam should be bonded or overlapped properly.,特殊句型/需確認,S + modal + be + past participle,"[""should be bonded""]",0.98,2026-07-26
390a2dcfd3819e7ac65ab5727dd3bc81cf582470fd2f27e193c1edb962dfa01d,EMC航電詞彙整合1.csv,35,gap,1,Small gaps can become leakage paths for RF energy.,特殊句型/需確認,S + modal + V1,"[""can become""]",0.98,2026-07-26
a01614b4fec2f87a8e4bd513c12b7fb4266aef77c08b0dc8fb42b065db24c48e,EMC航電詞彙整合1.csv,35,gap,2,We should minimize gaps in the shielding structure.,特殊句型/需確認,S + modal + V1,"[""should minimize""]",0.98,2026-07-26
15e12c9e40e74a2d8ec28dc1e487d7faaf8962c4a3ca4d783b4df0ffc362e07c,EMC航電詞彙整合1.csv,36,fastener,1,Fasteners can be used as bonding points if properly treated.,特殊句型/需確認,S + modal + be + past participle,"[""can be used""]",0.98,2026-07-26
c0500bef7c2a809425dade04bdc984f34fc99bdae475841e15ac45c1326a4fa1,EMC航電詞彙整合1.csv,36,fastener,2,Paint or coating under fasteners may increase resistance.,特殊句型/需確認,S + modal + V1,"[""may increase""]",0.98,2026-07-26
c35664ef8ba272e779d4df32927b67a3a49b24ed8742e6947ad7edea8d48340a,EMC航電詞彙整合1.csv,37,bonding stud,1,Each panel may need dedicated bonding studs.,特殊句型/需確認,S + modal + V1,"[""may need dedicated bonding""]",0.98,2026-07-26
fc12a8ca297a8eedc17a78c56d3ff79208b2c96d9dd4bd2b336b4205333830e5,EMC航電詞彙整合1.csv,37,bonding stud,2,Bonding studs should be inspected during integration.,特殊句型/需確認,S + modal + be + past participle,"[""should be inspected""]",0.98,2026-07-26
0b1bf182bc36abcda17013352d726eabce013f15bce51bd4bd3369293af5057a,EMC航電詞彙整合1.csv,38,star washer,1,A star washer helps break through surface coating.,現在簡單式,S + V1 / V-s(es),"[""helps""]",0.97,2026-07-26
758184145100e61a5862910ac4b368b81ee9cf52ea521959e81eaf69f536df87,EMC航電詞彙整合1.csv,38,star washer,2,Star washers can improve electrical bonding at fasteners.,特殊句型/需確認,S + modal + V1,"[""can improve""]",0.98,2026-07-26
3b07059f390f7d0e56895ff3480591f4d536374d307e75d65ab058c403cd185d,EMC航電詞彙整合1.csv,39,conductive insert,1,Conductive inserts may be installed in composite panels.,特殊句型/需確認,S + modal + be + past participle,"[""may be installed""]",0.98,2026-07-26
f6791e73ff50a47d8529d86e4f729d5225af2c9b6724bf20a4310c72162c21f7,EMC航電詞彙整合1.csv,39,conductive insert,2,The insert must be connected to the bonding network.,特殊句型/需確認,S + modal + be + past participle,"[""must be connected""]",0.98,2026-07-26
8ccc6a26644ab02c22c96c339c07d35781c5cc81a9024deff0e3c989f4ac923f,EMC航電詞彙整合1.csv,41,harness,1,The avionics harnesses are shielded.,現在簡單式,S + am / is / are + past participle,"[""are shielded""]",0.97,2026-07-26
6d65d4a605762c15308daa24fb9963eeab1b210514384e3a0443f8cfb81a033f,EMC航電詞彙整合1.csv,41,harness,2,Harness routing is critical for Electromagnetic Compatibility (EMC) performance.,現在簡單式,S + am / is / are + complement,"[""is""]",0.97,2026-07-26
f8d791cf05a223ce8cb0278669c61a3329f57a6cb9321a32200ff1a4bbc93be8,EMC航電詞彙整合1.csv,42,connector,1,Each connector should have a defined shield termination method.,特殊句型/需確認,S + modal + have + past participle,"[""should have""]",0.98,2026-07-26
7e0f785ea077d6048489ec129c7820040147586d17b3fff03a85fea870a3bdad,EMC航電詞彙整合1.csv,42,connector,2,Connector backshell bonding must be reviewed.,特殊句型/需確認,S + modal + be + past participle,"[""must be reviewed""]",0.98,2026-07-26
4febb62233f50da61952c12bdf92c88355de07761ed34eaa5cd425cf382331e7,EMC航電詞彙整合1.csv,43,backshell,1,A metal backshell supports 360-degree shield termination.,現在簡單式,S + V1 / V-s(es),"[""supports""]",0.97,2026-07-26
d60b1cbb4f2a2a514ce30f3c850e640adc5c3d062936301fcbbfa366f1a2874f,EMC航電詞彙整合1.csv,43,backshell,2,The backshell should be bonded to the local reference plane.,特殊句型/需確認,S + modal + be + past participle,"[""should be bonded""]",0.98,2026-07-26
c91b98260264224911955dad909fba7fdc4594fccca76f065836d284945b5f7d,EMC航電詞彙整合1.csv,44,cable shield,1,The cable shield must not be left floating.,特殊句型/需確認,S + modal + V1,"[""must not be""]",0.98,2026-07-26
446f0a43c661bad98ba40f1e4bca179d2e930cecf4b9e5e29efaf6b290b85b29,EMC航電詞彙整合1.csv,44,cable shield,2,Cable shields should be terminated consistently across the system.,特殊句型/需確認,S + modal + be + past participle,"[""should be terminated consistently""]",0.98,2026-07-26
9245aeed1ab87db79ed791b8e174a3ee83d2efd8c218c5ad9cc77082496ac229,EMC航電詞彙整合1.csv,45,shield termination,1,Poor shield termination reduces shielding effectiveness.,現在簡單式,S + V1 / V-s(es),"[""reduces""]",0.97,2026-07-26
f2e0e21d0cfb58b1c4285f89eb916c7cfd36f6df9dc7f0a91e20777ef0110f60,EMC航電詞彙整合1.csv,45,shield termination,2,We need to define shield termination rules for each cable type.,現在簡單式,S + V1 / V-s(es),"[""need""]",0.97,2026-07-26
8e2ff1c2e436ef24cedbb44d479077c8c4e1069d6e3d8c54c70ce7cfb7f8be7d,EMC航電詞彙整合1.csv,46,360-degree termination,1,360-degree termination is preferred for high-frequency shielding.,現在簡單式,S + am / is / are + past participle,"[""is preferred""]",0.97,2026-07-26
eed597a576cf813ba32662b738fc4a627b0fc3ed9b3123f8847f3a693bbde12f,EMC航電詞彙整合1.csv,46,360-degree termination,2,Pigtail termination is less effective than 360-degree termination.,現在簡單式,S + am / is / are + complement,"[""is""]",0.97,2026-07-26
da25fdd6ee19d110e6761e22a69f1ac470117134b6bea45ce1f4c214cb06e606,EMC航電詞彙整合1.csv,47,pigtail,1,A long pigtail increases inductance.,現在簡單式,S + V1 / V-s(es),"[""increases""]",0.97,2026-07-26
ae5fbfa74f721d3c594c30f4d0a80bcb6bdc8ec773c218e3dbb46ab794dc646a,EMC航電詞彙整合1.csv,47,pigtail,2,We should avoid pigtails for high-frequency shield termination.,特殊句型/需確認,S + modal + V1,"[""should avoid""]",0.98,2026-07-26
a9a9d2ffd8fa4500b19b7d5922bbd6c1c47662d6ee019d677389bdb9a7e30584,EMC航電詞彙整合1.csv,53,inter-ring harness,1,The inter-ring harness connects A1 and A4.,現在簡單式,S + V1 / V-s(es),"[""connects""]",0.97,2026-07-26
39297d43f79afb088e0a1d54b3c44a8f5622973e26b62e4a9fcde6b144eb94ef,EMC航電詞彙整合1.csv,53,inter-ring harness,2,Inter-ring harness shields should be terminated at both ends if the reference is well controlled.,特殊句型/需確認,S + modal + be + past participle,"[""should be terminated""]",0.98,2026-07-26
37823c7fe27561fc543880aecd1c721aa7866a1cc2b3f1961a029ff3a860a365,EMC航電詞彙整合1.csv,54,feedthrough,1,Antenna feedthroughs should be bonded to the RF reference.,特殊句型/需確認,S + modal + be + past participle,"[""should be bonded""]",0.98,2026-07-26
8b25e2bab557c764d4e99317afdbd2a9be067b72ff85eb129fa190e321fee2ed,EMC航電詞彙整合1.csv,54,feedthrough,2,Power feedthroughs may require filtering.,特殊句型/需確認,S + modal + V1,"[""may require filtering""]",0.98,2026-07-26
475e68236bfa88efc222fad7a68140a7ff89a3661dc42ee6b52d0e181809438f,EMC航電詞彙整合1.csv,55,coax shield,1,The coax shield should be bonded at the antenna interface.,特殊句型/需確認,S + modal + be + past participle,"[""should be bonded""]",0.98,2026-07-26
23f2e79039deabfe073b28102c7ee5359a77a63109aed209a3c6bd1c05a77786,EMC航電詞彙整合1.csv,55,coax shield,2,Poor coax shield bonding may cause RF leakage.,特殊句型/需確認,S + modal + V1,"[""may cause""]",0.98,2026-07-26
737829e587b6c52b26fe1d6e60d13739807903cd450b16a7fd7408d7fa8f0010,EMC航電詞彙整合1.csv,48,Ethernet,1,Most subsystems communicate through Ethernet.,現在簡單式,S + V1 / V-s(es),"[""communicate""]",0.97,2026-07-26
597914ac7a8a3f498220de88f12fafb283896c95ebd99c7c3b74b0d0e3a5721b,EMC航電詞彙整合1.csv,48,Ethernet,2,Shielded Ethernet cables need proper grounding rules.,現在簡單式,S + V1 / V-s(es),"[""need""]",0.97,2026-07-26
